id;inverse_temperature;reward_learning_rate;eligibility_trace_decay;mixing_weight_working_memory;choice_stickiness
1;2.52314903441053;0.0614590950529674;0.322424043601951;0.382848521325242;-0.00311198617764662
2;0.728291781691625;0.80499203902486;0.636845353175989;0.534257051745926;-0.0839896859821975
3;2.95247142013746;0.485191823895943;0.478196859512853;0.565562720937856;-0.0301354867948686
4;1.95409905657962;0.545534131735101;0.308545314052955;0.706814363721538;-0.0645701979182254
5;2.5261624583828;0.359496566522627;0.335394652146379;0.658410531296731;-0.000255088455207061
6;0.532863332655397;0.391633455986643;0.417130251473528;0.567636542408342;0.174045372156879
7;2.40041692544942;0.711814162863462;0.482141755120191;0.418220557493938;-0.0139269905581639
8;1.95292147171929;0.61843609770044;0.599674700746816;0.815451522882948;0.0162013238091927
9;1.81707460041162;0.609534104890598;0.260186142424392;0.524460414548258;-0.0240712753057929
10;1.68590523801308;0.422317659611078;0.395837780904331;0.85030543781176;0.035864856181243
11;2.79598538457886;0.0363938409572506;0.245120343975284;0.413690108485964;0.00958136494159745
12;1.97801671002175;0.722209837432875;0.238158514123818;0.526855099890725;0.096874003533992
13;3.11527164382738;0.368412734553076;0.46846502951062;0.444049241722146;-0.0281923821686484
14;1.50531006065179;0.902120148492826;0.409473277975678;0.488672182829422;-0.182125348656411
15;0.955085896191141;0.912912384487408;0.873242049255767;0.161128301837922;0.386905436622669
16;1.68457189282992;0.788798816617059;0.299562399465393;0.730386806490399;0.153925301465256
17;3.17177075484362;0.159350450031147;0.487090360349588;0.0961610774821923;0.0793441878939115
18;2.5127597294468;0.64704652116388;0.498909214533593;0.663338290849455;0.0314814814058825
19;1.89088062744266;0.505744751333581;0.286603761673836;0.716561844072441;-0.0564738301155386
20;2.48779815253738;0.386789771482768;0.196661724627913;0.166137316341036;0.0784817244271929
21;1.25235037904451;0.547398891117707;0.430178685088209;0.848047331333879;0.0220244811164368
