id;inverse_temperature;reward_learning_rate;eligibility_trace_decay;transition_learning_rate;mixing_weight_low_stable;mixing_weight_high_stable;mixing_weight_low_variable;mixing_weight_high_variable;choice_stickiness;response_stickiness
12_001;0.527821036086724;0.027817321930709;0.356900622670178;0.208706221774943;0.549096142032328;0.733205672651328;0.325114061247448;0.291766064008201;0.466435418185711;-0.480863259979323
12_002;0.858401552649626;0.0482652076780869;0.0616108078685341;0.614903151139159;0.0133774281482257;0.824679494074741;0.0168806313753632;0.370964320509723;0.386956847682626;-0.220618007812487
12_003;0.511618483432044;0.291457343515984;0.513698539568917;0.757583245295618;0.406126271023815;0.891508758020343;0.560600414021422;0.399150958615913;0.424449961587273;-0.202271669628602
12_004;0.883668471832488;0.0413151896393271;0.275762191738096;0.798708575443121;0.658462117290838;0.76281531269553;0.323490631854154;0.636158404072432;0.177542381857618;0.0957751776955087
12_012;0.66601677099852;0.869678787624091;0.835306003934191;0.768536115043846;0.78659479810176;0.696346460242398;0.508667000611343;0.565092575153906;0.7126806740763;0.146893661401718
12_013;0.634219718034167;0.673587692327601;0.291780859093841;0.835418395505054;0.915781204803883;0.854879862354359;0.695652817320419;0.596528124466669;1.06352838324319;0.0135517418706986
12_019;0.616040802757671;0.0355269115776841;0.4289835807875;0.196390545799579;0.126771306949527;0.724656388533509;0.188810912617379;0.770910973512763;0.0855125395030315;-0.0313000395935899
12_023;0.702602177876995;0.805352668287518;0.223298050835909;0.82842783382232;0.769325642243509;0.83368481541358;0.740530277010142;0.47953259278984;1.28389397961101;0.320119918902462
12_024;0.508578909148155;0.84576656034499;0.327847054748224;0.689041574088788;0.710585245953739;0.55791701965041;0.494676276624998;0.442730831345681;1.21008325921401;-0.407301726239833
12_025;0.396172112368957;0.0925948467139795;0.407894986386189;0.57064077030431;0.111697309395021;0.521786712318047;0.677455634427998;0.731341444888795;0.64626440386218;-0.564962335445054
12_026;0.553975064900173;0.908240711271725;0.623342911625912;0.77872046490562;0.880523491208833;0.697918967448252;0.64358965582081;0.408485433553325;0.146266415988998;-0.00388445091397744
12_027;0.726800272074722;0.126319359517186;0.12926243480906;0.540758751751769;0.312598973608518;0.777033102466198;0.104390912678298;0.35406209162893;0.198243434302562;0.0763758873723745
12_028;0.365485618077624;0.0345817620923178;0.298976289204964;0.707453948103418;0.0442126805328803;0.522737849792809;0.042915325319463;0.713973971746418;0.355222382431059;-0.0101230554039813
12_030;0.532886048726558;0.0438945101021986;0.250094704067308;0.540919153086229;0.105308689612046;0.653476359281019;0.179456009630771;0.713114263599938;-0.76037606024292;-0.017221935173954
12_031;0.949926459718139;0.420746862629822;0.254226186320308;0.687216474902177;0.730324680446695;0.703198920744479;0.513880903478652;0.428479033890864;0.531295739469064;-0.0471776528461315
12_033;0.220387280645735;0.0691327197260756;0.500441160655277;0.561558346927732;0.145844047242907;0.630947110832745;0.206669307087261;0.389875591907636;0.258499435505644;-0.702873402081284
12_034;0.727967052543256;0.623666973205494;0.566119733901628;0.891988618766588;0.640914491103432;0.844657487030404;0.779181911216185;0.57970757423344;-0.181035751605134;-0.182996769725092
12_036;0.42260275805217;0.657238451716275;0.492892272738566;0.641151108799697;0.745279615554124;0.806924941835746;0.502375830150555;0.534216463873723;1.06436381551047;-0.468618604769484
12_040;0.847642906428859;0.0484149540588043;0.387095315676524;0.592292143459231;0.588087050933887;0.764961162763667;0.701033696210304;0.569738278380686;0.641548057727856;0.191170875706101
