id;inverse_temperature;reward_learning_rate;eligibility_trace_decay;mixing_weight_low_gain;mixing_weight_high_gain;mixing_weight_low_loss;mixing_weight_high_loss;choice_stickiness;response_stickiness
10_111;0.498701547356489;0.953685497535672;0.489255383736444;0.89916846239366;0.890151563971217;0.850963157189848;0.859104634222793;-0.0214038522521575;-0.367709895296929
10_112;0.172196553768218;0.399411114139442;0.18658760593972;0.104503655552299;0.880809150651369;0.229729152029547;0.418262992049205;0.173776740324365;0.110708280276168
10_113;0.4463179060193;0.95419553406008;0.492105495792335;0.920811788938633;0.698505138784267;0.759080925950548;0.916520174421893;0.492342702864392;-0.183614612517276
10_114;0.548897903771341;0.958576290823715;0.297624133389989;0.524279678417287;0.888703491084079;0.862212771509508;0.901644568872099;0.058949520846394;-0.254948810387578
10_118;0.360222771530891;0.971978161710509;0.617635092062343;0.664452054925863;0.884632282298261;0.826976499609434;0.888167163484664;-0.380759479753832;-0.160443274461741
10_127;0.515202487310591;0.842714298778688;0.247624769962837;0.51852222599106;0.771450593030781;0.648380720038588;0.829421566910414;0.321477312338905;-0.435001997860634
10_128;0.520920474471219;0.935984274096976;0.621567448755741;0.771760227305076;0.717921136442636;0.910943717292494;0.866674696953817;0.297725982312172;0.144134317057714
10_129;0.774792087780547;0.92824311430604;0.424405809830061;0.605717755655094;0.876339457243745;0.757070937770892;0.820180404642678;0.00507173633774139;0.146559276820276
10_130;0.372158322189044;0.947554180600021;0.562105275555606;0.593582170277362;0.931949202703068;0.497943068426134;0.888775101020415;-0.55549956094694;-0.159626845683947
10_131;0.690643135559023;0.852041374272453;0.783094339694088;0.589577272877351;0.856638552084846;0.799351736517159;0.498290096098499;-0.0594422042588587;-0.0842668787783355
10_132;0.515737241859781;0.950593132149057;0.694851850044046;0.696322895851915;0.790629440810485;0.750520474044573;0.89584868700313;0.0838230533557316;-0.085884863800678
10_135;0.679398630057206;0.820097454001802;0.671573556693562;0.345842017323431;0.344467662350974;0.42333722307231;0.621307958915739;0.00960341175494152;-0.0182297144451125
10_138;0.483806744562093;0.939539451418016;0.811231220981317;0.556015904044947;0.530134321595652;0.476072064932784;0.831064748604479;0.309085260303728;-0.0210190210105436
10_139;0.451060202348393;0.869130148484313;0.870172517423672;0.508864387187437;0.32421705205503;0.329401514213373;0.453806283282168;0.701235346036498;-0.519879158987015
10_140;0.542138852431019;0.895824876893792;0.576966897297677;0.8926277098829;0.693720585217965;0.728384055972551;0.933779352562583;0.730371137818283;-0.697436067393482
10_141;0.36363684686525;0.926218972106923;0.804244373168034;0.461762907933165;0.715264962374149;0.674007974537578;0.839342261164972;1.15869655941113;0.118012213104683
10_142;0.654278971568151;0.938288587682641;0.461235012445713;0.901528500079563;0.886069217710959;0.846745971673163;0.837061656540158;-0.0233832547573211;0.015796419948338
10_143;0.637652240862662;0.546063395609987;0.403385490438481;0.667431804064997;0.803106017037174;0.723430793117691;0.782293409961696;1.41118341894295;-0.315594851456443
10_144;0.511489213024147;0.944076419213458;0.755426934871285;0.604106353323889;0.803675273844241;0.877153420125741;0.783236007292071;0.295897765684111;0.148290778592164
10_145;0.558586559407869;0.957062690954033;0.757213075869811;0.719920651329995;0.796470622026485;0.934600164361613;0.867776142834848;-0.075135969152961;0.31690722128332
10_146;0.568892330843306;0.942712274276695;0.936660019460821;0.07200062512923;0.166018234967249;0.184327972707164;0.40595892356813;-0.845663006880553;0.34009693975915
10_148;0.477757156821673;0.889778879836489;0.463909535575225;0.770664971633116;0.894078289281138;0.905184256727004;0.884420568555936;-0.335409809256317;0.0835779253514944
10_149;0.503473976575051;0.975266316074963;0.598342240392312;0.862960841844022;0.870596184855668;0.870318289701308;0.932257394587714;0.0595498141070957;-0.155319131530217
10_150;0.449723113373479;0.932891688573855;0.576696525971591;0.641790105948855;0.868784225691384;0.550290003035954;0.933366690054313;-0.237876462159742;0.216035113068595
10_153;0.516711304423213;0.919611376086808;0.466481630661913;0.664171332339452;0.782488628972144;0.79548043152482;0.545189545131816;1.07567010604853;-0.481783900367004
10_154;0.493487056619573;0.918499222166142;0.724861675131114;0.570581570283071;0.500722901857076;0.442231330008123;0.686014585307301;0.335718952936949;-0.315729489433321
10_157;0.68015568657391;0.918949255524387;0.796404872426349;0.88562640058067;0.581308567144163;0.612379156434823;0.668921503934205;0.40421566215397;-0.164857435028177
10_158;0.632507294887835;0.877121704492448;0.568661700908956;0.723883335591907;0.658308318758901;0.847012301024118;0.73492011394909;-0.133435753421919;-0.253593759601268
10_159;0.713926375008105;0.777052414499929;0.373537677956005;0.866307698727112;0.892253332160494;0.813117534648644;0.805900510667906;-0.450684027122622;-0.0307997965092346
10_160;0.545264990759691;0.954824378510934;0.311112793632739;0.662555023274893;0.914657750640119;0.923180313670005;0.924344624503954;0.173345393345538;-0.164736712909671
10_161;0.637579414932227;0.887517918082927;0.295884396148346;0.780266611488697;0.764053555037296;0.897598923557181;0.718946849327649;0.519046069926953;-0.275294301818892
10_163;0.453417767668482;0.813699423875381;0.545664058768576;0.82490195968783;0.69454324009661;0.829812509888913;0.705678531801064;1.06386960589163;-0.540741994839935
10_164;0.644799859890329;0.970835728858129;0.466910412994672;0.891854795114204;0.882511315874168;0.833382119612534;0.941947929832516;-0.440562478081739;0.117366979374525
10_170;0.382157183993773;0.929307193940054;0.710597387405149;0.726037927717805;0.64895908818629;0.846063873608857;0.875734820554637;0.487037095244948;-0.37496116885894
10_175;0.842391479962788;0.950304484130677;0.651657236195682;0.82552855134828;0.811906412212335;0.911209866307575;0.857440967379346;-0.363503889906805;0.0583815276651796
10_176;0.258950563495158;0.95581216606441;0.658236265682361;0.843415383657249;0.66455806682842;0.876137354442217;0.729859928322906;0.912430901429551;-0.829028701501133
10_177;0.33919665494395;0.930916360148042;0.475196924924077;0.525013369763407;0.760993142851403;0.922812450026298;0.746174632833649;0.613634825934313;-0.414205500419858
10_182;0.58298809336295;0.869818233592593;0.367053313770508;0.602514726096899;0.719177372571924;0.827169239430507;0.855156720706648;0.154838712498422;0.0910626612514265
10_185;0.390350421045484;0.955018834311834;0.624932917406046;0.570719869609848;0.670170262723506;0.848231981762559;0.891600348050243;-0.0553740621835393;-0.772942709197222
10_189;0.55791423237637;0.984557805002723;0.669084193175259;0.92636881735643;0.912582003138643;0.95210841516654;0.920385639539033;0.0892938639990534;0.0850080354832098
10_191;0.280928387347804;0.837819476372156;0.32987754202335;0.3713220521136;0.930002071595313;0.376407986371925;0.89149913110999;-0.693349346118398;0.546670653911189
10_192;0.595422202187639;0.888224273635207;0.553774356367589;0.676370928142767;0.848334562582637;0.701342064409182;0.845099057948436;0.784188340462761;0.269516049149541
10_196;0.415929793503948;0.91776930275623;0.306875412469539;0.573421683547135;0.713805749802665;0.846540216399005;0.791641067716074;0.270848992015517;-0.455495606476682
10_203;0.638578389736136;0.956443207045343;0.627668400665957;0.907311424128381;0.908896611173752;0.864114489732064;0.729571457917521;-0.299312887237413;-0.0157008924704673
30_002;0.624789757868881;0.97845385791044;0.660482423419346;0.887377670251462;0.869767588874164;0.953432878037869;0.916335137879815;-0.40083540248977;-0.217499093715459
30_004;0.475055892996194;0.969248599613393;0.578112957504119;0.908322208037539;0.847852218518883;0.792428268849871;0.823009991638021;-0.031206839823159;-0.271336763527811
30_007;0.492546797818553;0.966917770159285;0.717154262402074;0.787372622997372;0.852331605364948;0.767577902141054;0.842150468170569;0.489871821409698;-0.283137532154005
30_010;0.285255888674246;0.937698361429123;0.710060250841978;0.643100869826755;0.797732685937662;0.858714474512716;0.835060816655034;-0.299946956271782;-0.263396536720628
30_022;0.248230447936772;0.433551756898307;0.213133029671327;0.377748174543416;0.28167336465657;0.734810749244845;0.324730420233594;-0.00979341424651742;-0.487500127398252
30_023;0.382141498304147;0.384597615470802;0.321355886983863;0.279081998216872;0.556100689695315;0.632269137483697;0.588211362911407;0.677117135309843;-2.95551278688186
30_026;0.519012094856018;0.790576157783351;0.434492234804925;0.555431635120669;0.772931281823642;0.864445554362397;0.831539656362679;0.67037307150619;-0.0520652444782111
30_027;0.632057187454734;0.95019327349484;0.449145723122415;0.739898931886988;0.832875794321431;0.88023072294894;0.928950767508491;-0.96013185408311;-0.0414117137475291
30_028;0.422733758203856;0.794618336669567;0.473778821604306;0.810201587601014;0.691618471793865;0.800746820049427;0.808091875397013;1.12120676278006;-0.512007324041748
30_030;0.381209651264709;0.965076208888939;0.858453708915609;0.821480688546106;0.853009785236857;0.718161371983532;0.804543345133224;-0.229348519675304;-0.190574438145026
30_031;0.653742506048339;0.937675282724667;0.754206571630533;0.443272775673588;0.535391743608479;0.595086948641654;0.355642934637805;-0.492860827654518;-0.124300415801297
30_032;0.480510877641729;0.918266594118608;0.667607589614112;0.639948741698059;0.791432932426861;0.827878738425624;0.892459491420657;0.0901906980284883;-0.09686527952406
30_033;0.328419703454465;0.711264232618535;0.567798689777096;0.168944027385477;0.283318903587459;0.394527463237706;0.595102007074954;-0.0713558051830935;-0.407551667941697
30_036;0.340554858264979;0.810113468259187;0.649965073855019;0.279812360517592;0.808716545809081;0.769601034516877;0.786153786268561;-0.0463998939280154;-0.365397215846935
30_038;0.53089092756436;0.922593989136932;0.490825164282911;0.749849238702471;0.671347337243968;0.762167941561915;0.923988746345116;0.457513672383532;-0.0931997249143919
30_039;0.575853794583807;0.828368939040715;0.290279858454759;0.763597390677771;0.790220159840621;0.846869507970462;0.929298078895324;-0.146976453601025;-0.1550154160787
30_040;0.290650764029127;0.897788523923626;0.592277880691688;0.158623895259714;0.23786197855155;0.251001921378896;0.775749359348722;1.22205737314734;-1.09494622768127
30_041;0.442175178922307;0.963578442345281;0.605214797037077;0.861373156179672;0.619683976976579;0.818706189223043;0.786984818355431;0.246602976834478;0.0567806509617859
30_042;0.551364487717316;0.941034036823018;0.789211972798463;0.857201971039533;0.738199694894225;0.818207589019966;0.902559956420976;-0.414196931747064;-0.0104196636949109
30_043;0.378086972352611;0.878637580702889;0.515635201500492;0.855540849495954;0.845865566619283;0.866026767899765;0.918326295134639;0.472942051284285;0.0785050523043001
30_044;0.442605080312764;0.917799773112556;0.798797973259771;0.323423248333039;0.40169347804151;0.337910431062116;0.265333326788713;-0.109662788818667;-0.233798169689243
30_045;0.319328780423607;0.0719894212528293;0.277010652946009;0.351552903399258;0.596295444641143;0.481245435023117;0.38250762759045;0.389595322449567;-0.876090691102609
30_053;0.514582088964765;0.783695426892065;0.480447468198159;0.740792061034444;0.68762522399971;0.838573257569883;0.870725397227501;0.299349924607111;-0.80760235294728
30_054;0.188759646811997;0.740238270570423;0.866456560232214;0.204503550384312;0.363438064127951;0.387607597971544;0.173186543463762;0.869717467491135;-0.656245836557996
30_055;0.314580675660023;0.932491754319864;0.446117117542942;0.841275238817805;0.706217365004001;0.842574762670603;0.735147992206991;1.06204931970873;-0.204816332521296
30_056;0.195015907824737;0.886054750325347;0.767592937192381;0.47003450608391;0.59602592673579;0.713585884092298;0.869657271308741;0.552638398192345;-0.976648040332186
30_057;0.319372920210807;0.850065006808887;0.681580969025761;0.780648755971471;0.586418462716383;0.817777679580674;0.74210937441051;1.17183238869873;-0.275150655270318
30_058;0.328996267729575;0.0169637991317863;0.487528002483956;0.48833976393903;0.454662944286299;0.339189290962909;0.392090891680007;0.545450210504869;0.691529711521014
30_059;0.627415617521363;0.129374525005912;0.840357395260856;0.214214399661952;0.310975356393269;0.239629840660453;0.277680012446148;1.6534410648677;0.0189113729866875
30_062;0.188402290358998;0.623684175332009;0.380183145493701;0.178947961634592;0.830706389390256;0.439049033375377;0.710783418243142;0.384350655185221;-2.73870927935559
30_063;0.322101755663464;0.530323928671945;0.315042290961563;0.532836596463106;0.767642874016182;0.419963900306422;0.591868364066722;0.438607926648846;-0.348835051059161
30_065;0.449444050308886;0.939184705060848;0.466596137625264;0.905244115028649;0.918795293946391;0.750816621180518;0.784087304644872;0.0253954535234652;0.00772550165620595
30_066;0.630757483270503;0.974465828533836;0.485720849566084;0.873152515473091;0.929937536035914;0.866401866903487;0.932096346584437;-0.519579989007359;-0.208697862174143
30_068;0.296272733619267;0.873140829188901;0.564294618249886;0.812832950804275;0.552146849343696;0.722704941894645;0.730081530964219;0.265967078531657;-2.10467481365026
30_070;0.265412182219023;0.643803705898237;0.620514933327481;0.361974215530979;0.165431084639759;0.439750967811838;0.569068406739402;0.96899922297894;-1.34182120262258
30_071;0.632799308081072;0.933709667895323;0.488545975425765;0.876644527738913;0.831409768257189;0.861444105062828;0.912011844325539;-0.0617479004857826;0.031438330715778
30_072;0.553444921288929;0.913598604177727;0.428121233972853;0.87007032335755;0.809759433581514;0.880521749092654;0.895188885558971;0.394853063049012;0.010012065019877
30_073;0.305353077231164;0.828234473232692;0.755425440282769;0.555445763085615;0.869424965318051;0.490248172284791;0.697728677030583;0.370661189767707;-1.19961805802246
30_074;0.408431587937873;0.866113657300781;0.543177554722492;0.771525775432673;0.533255768601474;0.583676637349438;0.776449041075468;0.561368598097687;-0.0163442276798499
30_076;0.552492632200427;0.962481979105123;0.702050312752051;0.865924978919078;0.868136462377661;0.887793525025933;0.900068344094048;0.0275241073783164;-0.219059600678938
30_078;0.904594752256364;0.846610620522407;0.290372905028727;0.695442566537272;0.792167302255523;0.798182809926949;0.634041465519891;-0.279980609935044;-0.0503805507460895
30_079;0.224328784374905;0.639602735105259;0.0995746813139709;0.0712554252807041;0.916863415337261;0.112142393197042;0.917285192055133;-0.36061116641321;-0.47028897748514
30_082;0.250108848649137;0.887192052834141;0.612546207337718;0.830975131894987;0.60355786778383;0.734324450917533;0.515068493536532;-0.929949653815585;-1.67201659890701
30_085;0.563323806625184;0.952725669663515;0.755920862424477;0.531355220571791;0.880121055047909;0.852434515190212;0.878269985547768;-0.0677747082923296;0.0495024542176699
30_087;0.439760601886652;0.949763658205576;0.64685877530634;0.579577102718128;0.779982930974328;0.883593514069159;0.591957731249444;0.712967329457885;-0.475498639896285
30_098;0.197676317532032;0.385382736241457;0.152632816261191;0.150281484521961;0.863479768190259;0.175536123185244;0.848197478241206;-0.527194314309233;-1.54471272871022
30_100;0.551501569553759;0.926896379061432;0.37419721083706;0.628459540718874;0.883832565348734;0.875799010939034;0.880850769238663;0.504480516628096;-0.139911282609803
30_115;0.517083651992644;0.122851298049904;0.199841971263044;0.178765196499213;0.820702873447143;0.636728744404581;0.668859843270722;-0.136723259799005;-1.06215584755186
30_116;0.403060473245245;0.95586378460135;0.816740701436432;0.740036552130262;0.63249233163067;0.592770822532277;0.866668728229736;0.397477216557651;-0.262832479817617
30_117;0.319501328154722;0.897777111820763;0.62876205049313;0.668421189408293;0.846277522598934;0.645515837820033;0.651017364876698;-0.118911680626307;-0.785384113534364
30_119;0.247693513448457;0.492564980572559;0.717995432244198;0.647765737088695;0.434062949182505;0.671900151973176;0.319641747332478;-0.832794994993105;-1.56776427382976
30_120;0.734280532775187;0.978198679691173;0.337271008454079;0.947390779439817;0.715203438889036;0.947917228741672;0.941228395238444;-0.517832268495121;0.132851085322901
30_121;0.544705102499339;0.908384700617635;0.432023230674876;0.692742073924097;0.910184312465086;0.789721620232565;0.824335052878018;0.107365864349693;-0.00714131930497977
30_122;0.596450403110465;0.840800477005295;0.353543541344365;0.735752901584053;0.928881235713421;0.64151490194192;0.733623251777649;0.0597343680937312;-0.479797646658915
30_123;1.18905119852037;0.0115515557518916;0.415352539257102;0.419022052234754;0.402052391333383;0.482077462778761;0.554436181079497;-0.272085587611699;2.21398196207013
30_124;0.373306952480886;0.90037897294752;0.614674458295405;0.613427538014325;0.842244231790859;0.86892930279003;0.837244983910785;-0.40430146264604;-0.757228069656947
30_125;0.334505941532091;0.0539553679804179;0.496807958947574;0.485742804117829;0.46150705418357;0.482282591124032;0.399651578862804;-0.576921620981972;-1.03736047352298
30_126;0.225493594121519;0.352109802675723;0.47714173962731;0.374429238622632;0.295413066034388;0.327010310507011;0.749071983821818;0.227485000869376;-1.582037019064
30_133;0.472612711498828;0.947177540234149;0.637965547462902;0.835053504338517;0.909289122013306;0.851276123407492;0.923774498829985;0.166307023267788;-0.878988045301291
30_134;0.432001008394318;0.796676869546399;0.703285712915342;0.514793266777703;0.506593096452612;0.566277836370032;0.641785359570033;-0.0113481649959088;-0.0305407044046537
30_136;0.262455826204883;0.914853430815636;0.261100167377764;0.783920773635053;0.726318205271409;0.708804499531868;0.531265982999124;1.19177898010452;-1.03084092599451
30_137;0.446285580313132;0.957536960602041;0.938898372837699;0.335434627263761;0.259150892014231;0.665418289554162;0.268373305176944;-0.0870022738174911;0.0925907368817185
30_147;0.635212011730771;0.933891484770009;0.405077514488387;0.940203933007246;0.839939426280471;0.911897231528856;0.918565060862729;-0.112615708607477;-0.658574569085168
30_151;0.429235058202364;0.951273680772302;0.600203476027524;0.500093389180247;0.892039435313747;0.809158027004721;0.667406683882999;-0.225828679035417;-0.492519554955137
30_152;0.480661253935414;0.869825910830324;0.407839700464735;0.677738903498335;0.948892141274943;0.863573678424789;0.676495444128283;0.394056333026664;-0.260816419136713
30_155;0.378640654234782;0.764081681493359;0.697588011747601;0.68065182770389;0.445241238119099;0.864800389800284;0.713344664659606;0.3109987170504;-0.464279113899981
30_156;0.482750700433875;0.0156385299431692;0.44582564546516;0.43887801407637;0.473989030554814;0.432391543179982;0.458740583750293;0.00385688154301423;-1.22028078312679
30_162;0.562158521243985;0.861442995131462;0.201370229491604;0.706789914429489;0.77780321804139;0.818327473757993;0.608648754247776;0.696876526053088;-0.522449446759922
30_165;0.571558802028895;0.919827348844907;0.560453809909081;0.877970977314598;0.704113782355588;0.838153910648139;0.871828128267349;-0.741116682473847;-0.0132913848814737
30_166;0.553256489246659;0.0281185153992118;0.405987045933951;0.449651538161352;0.47022093867211;0.306426954283327;0.553035473340737;-0.657873077895306;-1.162288334117
30_167;0.285522362259006;0.938728310247404;0.835256701542496;0.545412046072313;0.815568683342023;0.719827335724911;0.713618099004447;-0.0259300553057233;0.00107344951720716
30_168;0.415590663968629;0.906678744314505;0.567752776086681;0.70877509004285;0.71131047463455;0.756107297027837;0.520906949643364;0.31239308278107;-0.958541598555063
