id;inverse_temperature;reward_learning_rate;eligibility_trace_decay;mixing_weight_low_gain;mixing_weight_high_gain;mixing_weight_low_loss;mixing_weight_high_loss;fai_decay_wm;choice_stickiness;response_stickiness
10_075;0.621194939601595;0.0332398786201387;0.322699035542184;0.0856826805715043;0.632683125209667;0.047967681322937;0.71532855283764;0.343554135496436;0.121980613003904;-1.24103143477801
10_077;0.770480078452197;0.637732822633891;0.490905371199017;0.551196058962104;0.539368750754461;0.73597905481566;0.460892123188547;0.250019729935856;0.678595116371716;-0.210002244065653
10_080;0.37797733589488;0.839871376301244;0.791634714272853;0.542187047901406;0.478392948632879;0.520752760449618;0.315108920231279;0.431287952996155;0.412507020599433;-0.269052968298076
10_083;1.52342822806861;0.0138564321379814;0.303172485596276;0.377795570158414;0.792909389123771;0.495354191115568;0.845437146475916;0.225575894654683;0.0395534113758683;-0.132188006429587
10_084;0.626169266874922;0.55348021041301;0.799550962377324;0.383550854435335;0.41647895467811;0.575791391239315;0.330684749567293;0.538088859336868;1.3803223351423;0.176399523815631
10_086;0.770329207179594;0.0329457214349003;0.260558058364574;0.268504262116173;0.610397489875862;0.75212300391212;0.736420419278606;0.613626477808716;-0.00580100588831451;-0.645573468684313
10_088;0.687575737303774;0.798362103326801;0.326231633771511;0.765982706153429;0.645614601798487;0.761866439716766;0.842795683522153;0.326504005917599;0.751146062594411;-0.0362794760190325
10_089;1.16008338169586;0.0881440276995557;0.279655650658305;0.644752742992006;0.609016750128609;0.738629601150967;0.671006014184822;0.229862298016247;0.250907119124067;-0.125413693021804
10_090;0.968687717199558;0.538300259439838;0.725629501267908;0.837573344466068;0.875452829874975;0.686424073395045;0.695635834554603;0.191049037322769;0.35876718868349;0.0427683185116356
10_091;1.10689820794543;0.0879547910185786;0.311707918630962;0.717076588603778;0.610340299411774;0.668467768469259;0.64484537508101;0.295855640846018;0.366613229735267;-0.0448704956710092
10_092;0.735538422868013;0.0829631535129321;0.403951868136764;0.572522302771211;0.553011519156093;0.732349543157212;0.740093444317834;0.318744871488124;0.681952390626138;-0.273543972186343
10_093;0.821120476407378;0.069649635732543;0.196938540663736;0.739975623189062;0.633925157169213;0.363431063557744;0.639180061944771;0.190755005631419;0.678795001956558;-0.139325296924862
10_094;0.838197377594139;0.351605458356179;0.452514537020594;0.600967828939857;0.780634870494441;0.830994434358617;0.743545463664649;0.389469354732192;0.855904149585975;0.200053224769322
10_095;0.910389980949166;0.0444181688828109;0.347369190789475;0.453966421622551;0.813088594439963;0.646553038262795;0.703764720724278;0.272072696749922;0.105782374501946;-0.0635413823766853
10_096;0.777901334323393;0.0342021807211391;0.222039394709355;0.155729216373574;0.831201586625755;0.366966296764504;0.676794784989142;0.638094480604974;0.093110934053301;-0.0842061214780131
10_097;1.0592907882603;0.0320949502334492;0.379380998795424;0.709754595905307;0.706787784371179;0.685692178948857;0.755938964516932;0.220121857740085;0.489506395876815;-0.00138794609044179
10_099;1.07883302562196;0.0840408318998182;0.544986146323946;0.546115885735803;0.654485082049998;0.724822597394018;0.84615394260665;0.344289865778321;-0.0825383431483935;-0.153910324185463
10_101;0.609899282132061;0.129036382970642;0.503955966368013;0.600560870680244;0.479094319187804;0.52320658810559;0.70994220388816;0.368055290279493;0.564286018290852;-0.998185230582889
10_102;1.88160765735836;0.0234542619186066;0.315534121303261;0.231207303929416;0.596510415412023;0.262877015957532;0.912400933727071;0.200063898377638;-0.214943503315068;-0.0338832823338637
10_103;1.80942684871744;0.0395968514941892;0.486535969691441;0.435128428573044;0.722605279542341;0.71316582055295;0.82951725995305;0.150568247367606;-0.00639082719138023;0.0545286460307712
10_104;0.628425616454652;0.0724865643484864;0.150625503284215;0.0197813747279019;0.792328276490989;0.0203114526416317;0.720948061189132;0.389035741739406;0.275422013840635;-0.24622940264871
10_105;0.603373086595879;0.961148895830063;0.951797558708019;0.384505753089504;0.24351863599554;0.626323951183804;0.420926961730163;0.522149808468827;-0.403368470627305;-0.0697520979059047
10_106;0.910888411858059;0.78283939346009;0.723764803562565;0.670825120512052;0.803251401556888;0.918673549423226;0.611032623615385;0.335672345242445;0.38463263995109;-0.389590387348289
10_107;0.629877335491197;0.661358605100228;0.648087224467621;0.880476410658246;0.645068948943275;0.596846459222391;0.647127177714303;0.364525619531136;0.622151262312977;0.263305383612853
10_108;0.88750509164237;0.686358607203248;0.748884504183274;0.853488426079532;0.720416203097829;0.742029388238727;0.78293914749871;0.312864765319979;0.342368903590669;-0.262573868231122
10_109;1.08804127245577;0.0247190380049637;0.398764119161467;0.524244240314897;0.715790249546128;0.668244872186884;0.794330661560376;0.257595623820316;0.348991790953856;-0.0832869703748854
10_110;1.14803929854193;0.0229643098795856;0.394001644040518;0.542634606635104;0.824088316930481;0.435253980910875;0.715818618820414;0.299468165803912;-0.268116694932234;0.0361354915270114
10_111;1.17814970639618;0.020686524797722;0.352559678989287;0.565249888402257;0.786431018625515;0.59057344398215;0.778500695265795;0.434515535769262;0.193151397911313;-0.190628507729872
10_112;0.584414056746682;0.0360892458698678;0.324548539719816;0.0233903734583179;0.84853305320736;0.0405901275329018;0.150485605995072;0.192235421426674;0.0706078157040452;0.0739927752848585
10_113;1.01986643269176;0.0795189191239548;0.226972356806884;0.844287927099661;0.618087878411476;0.452971661360182;0.626497590758878;0.432880001880023;0.366401708083229;-0.061100547575833
10_114;0.896568333618255;0.655202238690888;0.363560999037032;0.602639221401689;0.866487696024488;0.851559227629048;0.87653095196536;0.408994755877679;0.326480456811045;-0.108595142678717
10_118;0.973376638669851;0.0257978594222908;0.338645638446963;0.278361941826802;0.6577784389259;0.597587118492735;0.798051501340545;0.338428683300169;-0.0881739272182486;-0.0314574032955083
10_127;0.596980273783798;0.87467567368106;0.218963143934304;0.536336317052266;0.637038235083799;0.616168428848217;0.830963855814746;0.150995337233908;0.564365316601237;-0.442479570534815
10_128;1.01808938099428;0.0808836508712204;0.518241579754902;0.568939144112474;0.818182950484703;0.680195846292797;0.798346252088595;0.336835661953919;0.478369411870877;0.0422859071925178
10_129;1.10241014922993;0.776682685414843;0.616763351708692;0.591569651038539;0.787430375984633;0.818558828190537;0.828129418761967;0.273483867776468;0.446775674141052;0.112428454216989
10_130;0.959843409053291;0.0232215241683911;0.281191390509284;0.250342713282481;0.849686848049854;0.266996031644713;0.668329101396591;0.200304725799407;-0.144335058236193;-0.0959555867627236
10_131;0.746108040973268;0.837581084639125;0.751620420348287;0.569301532392435;0.740687861150799;0.761716057190651;0.474398139553764;0.0800814372637224;0.146038888501602;-0.115898051756886
10_132;0.988391768137437;0.0200461841366638;0.372646805922748;0.630307506726673;0.840242739903457;0.511818594112403;0.604898360124099;0.214469842985976;0.264257646898822;-0.117655092438289
10_135;0.866236722605247;0.787073401281401;0.674225700376772;0.349378613637235;0.439780773205612;0.474554612816963;0.518865769764855;0.412866209890981;0.318107616442093;-0.0883627896471535
10_138;0.641608550550555;0.790278635716068;0.770093044096596;0.786771241625838;0.522781186473629;0.462506646782465;0.729819086744136;0.216816513229052;0.550364345759093;-0.0191446819048663
10_139;0.514474329124665;0.880329571260512;0.862862029030094;0.500395316412527;0.357648921610181;0.285531746799564;0.480766917343735;0.355148429838843;0.843715632335697;-0.451561295430154
10_140;1.00308494120847;0.111958750308043;0.333899750126644;0.720709767383999;0.65287816561707;0.512151301444368;0.473394106047727;0.119176636543077;0.634488376318801;-0.393371196587974
10_141;0.914119563632455;0.0279201168115068;0.39539061833415;0.167800061623408;0.58517720164029;0.2283623632179;0.83227015424532;0.0838430526819497;0.637465397046029;0.0896594854487977
10_142;1.24612013556633;0.0549926751189939;0.434156505487638;0.8392016493822;0.725846609826351;0.786293546646828;0.673635116368737;0.289577702384178;0.290670631309685;0.100683100263883
10_143;0.880351945689024;0.352979088473709;0.509382267045299;0.405410461100793;0.526378111808092;0.523591647174248;0.601343998554732;0.203178773120069;1.40675353360074;-0.125671304030785
10_144;0.683258672938047;0.826609680211815;0.682160793109751;0.61479754415068;0.777934326157648;0.847647396902615;0.847660364933547;0.243006253001182;0.505380867378113;0.118412416167496
10_145;1.15309963601016;0.0337930972033804;0.293444091697877;0.830411687223357;0.678498487095545;0.675658976473941;0.599980016902837;0.399249835218442;0.208020305469654;0.0574603575406233
10_146;0.67211348254391;0.932427177283615;0.941701618231982;0.108481959244035;0.200533594510696;0.451924335698039;0.4282700294366;0.483096634887436;-0.706311951148581;0.258847214104642
10_148;1.0259249226037;0.0419864836601574;0.359190268625885;0.458862212249099;0.830908095707279;0.617325938646426;0.674969660166494;0.30582303988333;-0.0867785472378495;0.00297683431453854
10_149;1.29610814258727;0.0211871195892284;0.299260583699275;0.475248591054479;0.811816657750579;0.418659321312467;0.782118438505998;0.282754150045969;0.230688853679839;-0.0932750410586086
10_150;0.91649372362711;0.0736135928066709;0.576347023840299;0.619372707420303;0.833400191992891;0.373709967719972;0.667761678340678;0.348698947049236;0.202768963174494;0.0799886603112227
10_153;0.631776415691369;0.888952900955818;0.437684683355573;0.685950676027734;0.737867207823255;0.789020052886602;0.583073333159523;0.152008624426196;1.17123489519105;-0.375882674119471
10_154;0.627216381488945;0.791037760655782;0.743303981302916;0.644591947407118;0.46212384378776;0.536163401801742;0.595550502027793;0.274490249924458;0.439191149736797;-0.174220597300942
10_157;0.865179356821671;0.91238951828603;0.794209132578403;0.911646658046228;0.568035992128861;0.622399947053497;0.692800338784478;0.161101496148283;0.569113528738451;-0.178202404209846
10_158;0.775910374063086;0.906140856682546;0.440485174569873;0.646235389631292;0.64587734292006;0.844096963294432;0.749424418147752;0.179072531291065;0.0429956657775235;-0.215808473669599
10_159;1.0496310388421;0.618542361082148;0.321308815824518;0.814753286738045;0.751816144469209;0.708656267368007;0.685372760302014;0.367597706231459;0.1604278527532;-0.0686512948298115
10_160;1.05519030553124;0.102472326451008;0.254932020076942;0.598146547702397;0.779782458943438;0.648025501903664;0.715823999582006;0.193798570659468;0.246747477394404;-0.149989178157218
10_161;0.759301701313927;0.74738916753857;0.327630807713198;0.781287293202732;0.71597315273244;0.861939981513073;0.746834899451503;0.110023080377252;0.718153482245162;-0.330067299860365
10_163;0.535276170850378;0.604145098432417;0.443093760015155;0.752007511285472;0.663225920121043;0.803716717000714;0.626765293113933;0.143644071916707;1.19658417182085;-0.467790610882936
10_164;1.54963055038532;0.0287309085888189;0.3276796491679;0.561893762662682;0.785697692970562;0.52290514923213;0.841935590647036;0.288966783179148;-0.0601283888153734;0.0960499777315083
10_170;0.520314561477589;0.724587501562125;0.743393643700624;0.82347160547235;0.624326958735189;0.85124433279668;0.913625190728455;0.32578909281965;0.693354415802351;-0.387365917845447
10_175;1.61374853763138;0.785021670851215;0.658313929774171;0.836733680599061;0.686051241091482;0.94748905272018;0.853057337478855;0.339922080258001;0.373331230171867;0.0421985566185941
10_176;0.641110687218598;0.02475968528664;0.329299060797539;0.408500135358804;0.576113419366054;0.609174819512901;0.737202128806974;0.494392602090397;0.528837445738054;-0.420172038328779
10_177;0.803384253126114;0.118985325231639;0.26323553036972;0.241512668726149;0.670569009959193;0.503856888770404;0.441759434431416;0.328887718027179;0.505576899911045;-0.173268140633646
10_182;0.839848824528099;0.688677757703459;0.403708855299211;0.603181414626204;0.763185390970389;0.810724557197007;0.789092312723866;0.255012109180607;0.425754173843465;0.0347531894427739
10_185;0.520587767182994;0.731167026538655;0.60858477143646;0.574845863139546;0.646784212431803;0.864486030365449;0.91567198458709;0.276861288192961;0.167782154983494;-0.594838257518166
10_189;1.22931415944449;0.0237389119155076;0.279018981307443;0.753763433760837;0.801120940871757;0.619376642225254;0.565030737823416;0.25613196267503;0.210330393883329;-0.0676482241661112
10_191;1.19646111920823;0.0312839600201094;0.220245104975158;0.0649360046187596;0.838375914569395;0.0914969397587968;0.698483220586817;0.338805181682686;-0.229593141897758;0.160433407765383
10_192;0.897845057917482;0.23801783427152;0.549410393152522;0.628468199122217;0.631877552030553;0.685392246433898;0.661556510990312;0.175193789869986;0.850938782887024;0.182005794566518
10_196;0.652545779892734;0.226267033466206;0.584361996876131;0.622713535927365;0.642498678769549;0.664331795125443;0.763771337303885;0.53172367178422;0.527900205348039;-0.316231210615825
10_203;1.1885595492472;0.0263753299132456;0.376079779125512;0.620387457042925;0.849480457348593;0.621038727220781;0.468079141146233;0.0672000667377565;-0.0173910272742814;-0.0122744434973556
30_002;1.32030698913201;0.0443304509703076;0.245310675456126;0.556006651159854;0.679945452643976;0.673086777400246;0.84913064166118;0.266652937661487;0.0294338102876172;-0.042519947293938
30_004;0.846149458146656;0.373955557606365;0.625249281654958;0.892078216941909;0.809119973688642;0.804568989483846;0.767883437012197;0.509950373435995;0.279858349911684;-0.138866442174925
30_007;1.26779271705245;0.0364490699507939;0.298061806889333;0.415219521270809;0.431482496584969;0.808526189180423;0.730240438758747;0.372480107317173;0.429194177514477;-0.0968604092574143
30_010;0.648819013084906;0.0320720043587535;0.326778615124225;0.238203268400341;0.681530654057655;0.571104489706013;0.710400746908764;0.259156585857335;-0.102277870312931;-0.104452328224275
30_022;0.259478094448255;0.487046860764864;0.179298225693864;0.248089064126818;0.488791406471732;0.548239201460733;0.221202791657005;0.47970638456275;0.0319067669399712;-0.460787704997508
30_023;0.379856085215613;0.408277014404182;0.281477325341569;0.134416349385002;0.375020383356842;0.379891087927782;0.48217712595334;0.150704982613074;0.754666784478837;-2.94694115440704
30_026;0.639559852991736;0.723441432823934;0.414609487159072;0.468734209966571;0.705210945533384;0.811704591487154;0.775956006932484;0.240465763196001;0.828390524538582;-0.01111677724909
30_027;1.56031174582175;0.0377110056588699;0.409392104664464;0.381392402328814;0.765415600779942;0.691631105671404;0.845653928838322;0.339614695055011;-0.318828656739014;0.0209220131399235
30_028;0.678893459625371;0.202030858063446;0.574838677794768;0.566643461619689;0.520255888300308;0.643938419168963;0.725094414401046;0.229179584176937;0.891937751256105;-0.316115138902965
30_030;0.702370533397724;0.0406547125569832;0.379621025326455;0.663977369813191;0.618600257130394;0.591013949702505;0.736154571962634;0.238024437165589;-0.138107936512904;-0.0739874876542297
30_031;0.801110368725196;0.930901424847086;0.815293948883401;0.386752768502663;0.568963133249474;0.701853930377115;0.402841443778372;0.361662291492229;-0.234576137476149;-0.092183906634378
30_032;1.14301418061967;0.0639211569786162;0.397173160654527;0.490497680387063;0.474222875359958;0.579571323095556;0.832852520477708;0.285718318411092;0.0710724302954575;0.00884356501910405
30_033;0.369559627517065;0.714819884806111;0.556783724295182;0.15849841511047;0.365360670184785;0.348517162895669;0.578394879710395;0.428537176635115;0.069331091169764;-0.434334858374588
30_036;0.588334893440925;0.141370376447018;0.710726362419229;0.321546501437216;0.567331016108902;0.47142462990914;0.667377694734657;0.25069470729609;0.0585848798609454;-0.194148728775494
30_038;0.995106180483175;0.275115516176793;0.540905363728244;0.777415106140806;0.567600536932703;0.484728995669871;0.907279521987946;0.228280841297637;0.494940412407191;-0.138286010527738
30_039;1.3307550724937;0.0552017337301246;0.369299721087397;0.45494681220761;0.786090959792894;0.508924106186773;0.781734207360535;0.445605917871076;0.161273797471051;-0.138591562385095
30_040;0.357340832862578;0.860032545275174;0.663935871719044;0.30923283061965;0.496643050742352;0.365070319601903;0.605474557453913;0.509162115314564;1.18568241207122;-0.933719746626346
30_041;0.732974163376924;0.428474868998437;0.373959485565633;0.698683070130991;0.749291414528408;0.87890549403382;0.688869940542501;0.288489151172424;0.53488467757858;-0.0532222101009605
30_042;0.846996169775448;0.796868331499108;0.804535054246056;0.852563346840922;0.682543440467171;0.870129557900946;0.931770190951199;0.572748648876368;0.420275930629556;-0.139717808305335
30_043;0.880849939992392;0.110109015539865;0.169442106034112;0.509720604835029;0.657719376495747;0.491996625956557;0.666443545285161;0.265057823502324;0.285661180541019;0.0475199192960002
30_044;0.514214796906435;0.887161592612507;0.7960827767622;0.407100810266402;0.488435050827505;0.423860237034731;0.299170331120125;0.351012619217468;0.0266716558540439;-0.22885176329984
30_045;0.398460747800399;0.120634237253474;0.128340588109833;0.106858245253004;0.787455545786116;0.119529656613731;0.164957750373008;0.29583706042221;0.228844043278628;-0.745993754275913
30_053;0.709631370851113;0.479713562228329;0.498076905140089;0.69465702534286;0.733299223966918;0.678733938718795;0.835088929411089;0.280274451546973;0.478936801643184;-0.569520087250103
30_054;0.235836147941429;0.719041013048831;0.869085953214498;0.514215687038009;0.33152185316777;0.442651422106785;0.28158804361552;0.756460304862571;0.823915195095475;-0.636457859511557
30_055;0.563929808401709;0.0661931985412249;0.492019021999114;0.470330246183764;0.65106707674036;0.612011606266357;0.650245846100461;0.250154537436111;0.824636305649935;-0.11597768267205
30_056;0.399034646708556;0.0403413138983872;0.390379283852852;0.294050078261775;0.494604583559967;0.541697079665489;0.752141947902445;0.210641152206574;0.364266045343856;-0.560647727657072
30_057;0.633143693856555;0.0539631243797111;0.453481763938611;0.559591467878969;0.625766994012833;0.72135828889071;0.530631173765567;0.352098242804274;0.834707104270459;-0.192574065204883
30_058;0.195317197449661;0.0844006367104392;0.478358184221128;0.421060178208917;0.328918120087505;0.434709295909455;0.314652975505338;0.741577241176865;0.700955353385714;1.06406661472855
30_059;0.517271915373226;0.216823289056786;0.8015253497578;0.266111849351388;0.109104723607031;0.0913138405307417;0.0958498531266117;0.610295580523214;1.97083929989813;0.0333887983996927
30_062;0.4557874981924;0.0406309172925861;0.370805941509168;0.128948176152282;0.734614773352645;0.286683999174203;0.456452670335558;0.644678317060665;0.229125119780474;-1.36269699888021
30_063;0.457017638351866;0.387522481938408;0.233604163813247;0.372816728132228;0.657529462320039;0.330732908732783;0.576456845333732;0.477211173048267;0.27234725966778;-0.285097788355142
30_065;0.841821129959312;0.0400162809625757;0.403369803456759;0.661094781237287;0.778901809401849;0.663615819752539;0.574553642254603;0.27109098620286;0.247035939511458;0.0415767072479489
30_066;1.61956739032465;0.0424463351758127;0.412041254337885;0.622014456219232;0.846576427418908;0.720272067267976;0.822544995044303;0.575115468344849;0.151322752999978;0.0198963547049728
30_068;0.555013540108249;0.0540437054818193;0.426937815494851;0.633778588377698;0.603629012234474;0.388805168794837;0.558313778743985;0.317792550742587;0.349413025968986;-1.20880521430233
30_070;0.343922377902233;0.573932806772774;0.519513350396281;0.630069533536342;0.237358747786483;0.399499667051773;0.589722678806667;0.764151778456769;0.94419786190699;-1.11499798889271
30_071;1.09699078440153;0.0256577272173887;0.397042422134971;0.671301218400906;0.741341077719452;0.529656930953277;0.791575447088827;0.123521187872894;0.211439350194936;-0.00808090479772555
30_072;1.17195616793085;0.0831353459220683;0.335600202141946;0.677279060001952;0.595493480714253;0.484886253789878;0.686125814958105;0.290740290118613;0.619814639928948;-0.0577433226305113
30_073;0.683272330897147;0.0868645096767365;0.348675242644705;0.464496350010882;0.580970303175204;0.279023067902894;0.575751783189657;0.397721542229265;0.366343122053115;-0.591136388128882
30_074;0.622181871085294;0.405696469218375;0.524915936600302;0.579574578582976;0.556998051614871;0.427076131544018;0.862616420731324;0.216111273565286;0.494880985180608;0.00370353155668253
30_076;1.24107352011362;0.0429713920122739;0.449597271365128;0.696418626079186;0.781213440365159;0.705442819854045;0.78865919192419;0.365494044508404;0.196597856199948;-0.0422987119919298
30_078;1.29371825745323;0.730695371248223;0.283682687607444;0.560289944175655;0.639630410331638;0.838960831873018;0.63436353666413;0.167070799547296;0.0260704025144721;-0.00878757674041668
30_079;0.870081979971059;0.0187523521613984;0.196091852257168;0.0107572263001222;0.849530981918793;0.0154796362549835;0.655576849572245;0.192846949286977;-0.147751599490521;-0.10236181014719
30_082;0.465212957400173;0.132400785202683;0.472279154307125;0.516609201800217;0.423479720418728;0.567564971414201;0.465498116077442;0.214575090623816;-0.579202182222788;-0.955731693778261
30_085;0.778888853223345;0.6950377062718;0.719435422989843;0.540559283584001;0.905605244418275;0.845124162412907;0.885000087910034;0.215460525528045;0.190999514625321;0.0103301925982908
30_087;1.1302018126695;0.101254423360526;0.618800492255625;0.339546319364404;0.468284417637345;0.868433586854783;0.406372759346401;0.40988383079051;0.479532405270461;-0.166253702307499
30_098;0.455561024899774;0.0280323878873578;0.269890123781664;0.0464881333907306;0.771056817278718;0.0520206127178459;0.542184573663378;0.352980885533285;-0.36373519859633;-0.789044949142836
30_100;1.13904282778444;0.0269968164180211;0.42218298751513;0.460845933619616;0.806918353749302;0.692529233027956;0.665968712632678;0.242180243001139;0.550808280645531;-0.113857464355819
30_115;0.710414145483933;0.0771967680031881;0.205891283709917;0.0500527129512548;0.386233228241545;0.400463204940451;0.489148141680439;0.395450184084895;-0.267851314968438;-0.766679356892238
30_116;0.529819523506286;0.78871330304497;0.80446025421019;0.851317743440383;0.669204459644102;0.595868593002288;0.870403249585398;0.253020030734603;0.5580855385182;-0.253977141708492
30_117;0.48780982164608;0.376451447946572;0.565749953846169;0.721098624530395;0.74543097453633;0.712664573525864;0.651921711856452;0.540002167673129;0.107504629887192;-0.553061330109109
30_119;0.299560524628347;0.347534266943353;0.670510418610865;0.533954906347624;0.435873731501124;0.533757250401753;0.335852577773138;0.366733944097088;-0.714122961984806;-1.37236175870723
30_120;1.72725145768192;0.0193033840042788;0.314415135086813;0.85113013229785;0.587990926919712;0.803941665045126;0.724179379535575;0.377354264908721;-0.113744233620554;-0.0572225013070442
30_121;1.25030076077781;0.0747635512289343;0.455291320416839;0.419903952213427;0.688779644019648;0.709402773336741;0.742765398815518;0.328176344624818;0.291578749984573;0.04977789729695
30_122;0.825203569116819;0.5370455490473;0.512783427217496;0.670459476068689;0.870976485616543;0.654234729152428;0.674316115142372;0.268924455806778;0.311917672168618;-0.341999969614992
30_123;0.994600651490324;0.026091944754281;0.289680897609223;0.110548568325785;0.108505966566935;0.176989583391523;0.158438035103501;0.550976183632905;-0.290715774868194;2.68930861308785
30_124;0.931851097886548;0.0181816120721247;0.349947265624998;0.277008492386089;0.828776140259756;0.451521466060691;0.421617082918755;0.205773415708503;-0.0282750941257294;-0.33711265376312
