id;inverse_temperature;reward_learning_rate;eligibility_trace_decay;mixing_weight_low_gain;mixing_weight_high_gain;mixing_weight_low_loss;mixing_weight_high_loss;choice_stickiness;response_stickiness
10_001;0.546529265269635;0.177714417647107;0.311975783030491;0.527466524618891;0.732475431311536;0.51013599506986;0.376660746474742;0.196873211373338;-1.37380726303309
10_003;0.718908472577469;0.0421695202695064;0.356833901364885;0.422413397932687;0.515889195284852;0.522959510128863;0.779665794865954;0.422824488081455;-0.280828247659948
10_005;0.79719592656624;0.022235139479739;0.325251115631404;0.129423256669665;0.747162658478341;0.181892804993305;0.703529745719797;-0.767612278917097;-0.32433828954172
10_006;0.699423933621805;0.257887355638914;0.546858848231376;0.862063351428252;0.701300206413665;0.673419414887054;0.634136151048929;-0.0740817712868848;0.0315018628610587
10_008;0.568151790220274;0.302144434821503;0.224777292824185;0.750301798527522;0.622890691354596;0.565867236952419;0.680412267039471;0.793028434679294;0.0325322545614598
10_009;0.463959325596554;0.226943342215388;0.411549552104178;0.592207214274803;0.646508164856253;0.653009689385724;0.738361098265119;1.15249003227597;-0.191003615178212
10_011;0.99668189771395;0.0458804847725538;0.299153500346712;0.56939490661819;0.587311611507235;0.622703032811726;0.835971020194385;-0.360082514164895;-0.182588830625654
10_012;0.413908904954137;0.664562626439545;0.466872259269596;0.64086428630142;0.728956919387152;0.714466207142982;0.586224345847832;0.12993128643963;-1.18184115601492
10_013;0.506976507697594;0.948584891841485;0.961231106225505;0.33179193068943;0.225185817585398;0.133188938888554;0.239273744432208;0.106947900984202;-0.581339324343737
10_014;0.542816433578198;0.081377935678695;0.41633718319525;0.567604185718097;0.425856117775351;0.575708913805021;0.760661491671201;0.596572083192687;-0.0223472528917212
10_015;0.54726882480464;0.133055336928944;0.49601031977526;0.514404195085406;0.720634935113808;0.28163442946934;0.597528347768837;0.0703607037938597;-0.419674724903789
10_016;0.870053949263644;0.0313079434509678;0.268284913309184;0.570244712331056;0.628183759434955;0.520697658796128;0.817265415448528;-0.0964363735062426;-0.19385508507703
10_017;0.637450976119917;0.0740420054728271;0.555324122321101;0.30000798680506;0.683008458222675;0.512284162215937;0.711135699915487;0.496854181720314;-0.122310805610691
10_018;0.828356266759699;0.0225062103672183;0.226641397335212;0.321784364247752;0.681904044391465;0.337970154865487;0.803285262287288;-0.318583493060427;-0.175412216000103
10_019;0.617663175117611;0.0236558235498906;0.32349383654281;0.369385483751626;0.662190634341412;0.383086322759665;0.768114507830519;-0.0742140877286552;-0.144864398885431
10_020;0.676674095457844;0.0285643554050452;0.304958160462249;0.232379090387983;0.816937705871256;0.415682182295732;0.550567061077953;-0.343121477380996;0.0478569506504639
10_021;0.575269243334728;0.691953660288211;0.704887514202952;0.568393279799794;0.689773968643929;0.769667237591957;0.709142160364726;0.828713666134839;-0.239381173426705
10_024;0.862173525476234;0.0364924789092699;0.345295370354227;0.466722318409286;0.746563808710999;0.74320477665856;0.583232031322747;0.590567831698502;-0.0110462079134151
