id;inverse_temperature;learning_rate;eligibility_trace_decay;mixing_weight_low_effort;mixing_weight_high_effort_0;mixing_weight_high_effort_1;fai_decay_wm
subject36;3.3616000707815;1.2867771061245e-08;0.513847619698442;0.157153746543957;1.53255229039637e-07;0.250739654641021;0.528895974127981
subject37;9.06326076072295;0.999999997844374;0.999999995075348;0.787896270522509;0.749017396449605;0.999999999147436;0.342427000510605
subject38;3.03174138853199;0.11689495934677;1.28201125421383e-06;2.79075350402861e-07;0.615238554437639;4.10818917439716e-07;0.571428569105366
subject39;7.24460982797084;0.937271147057932;0.00414262234839519;0.872577892663104;0.930227204919079;0.563289304008853;0.322389083164276
subject40;8.70412161464357;0.999999987116567;0.729712894590464;0.876094126712528;0.819307120864872;0.857418947058698;0.194413686513457
subject41;5.28249149452648;0.166151621931553;0.999999990804867;0.866777579826055;0.41641235037123;0.999999997346769;0.0113565336101476
subject42;5.27278086675692;0.933346867197325;0.997555326869915;0.705904547037458;0.707986485739535;0.745296376119726;0.571428570908871
subject43;9.72277613622825;0.0441064335020199;0.318517149443503;0.999917156010916;0.36622668962152;0.999973273459626;0.240164312290653
subject44;6.30603502446783;0.179845967972865;0.999999986781261;0.999999998519701;0.527227045999841;0.99999999273019;0.340569379682433
subject45;4.2856349843941;0.507886983793496;0.999999965236541;0.104579340145321;0.999999966539271;0.612284964436657;0.312192763788854
subject46;5.66131365955461;0.0318304140718797;0.999979346980359;0.999995204403733;1.2188309023342e-07;0.592199823319378;0.498943560030901
subject47;3.86706961832986;0.819325105319333;0.515461343001003;0.759925107849811;0.61153595629154;0.820874354602714;0.0743733013562732
subject48;7.08484727214254;0.999999974940963;0.999999998268223;0.744609626355309;0.648636365090161;0.71948986104362;0.241086256871609
subject49;3.36610734163636;0.0110563774940284;5.70249706400295e-08;1.97811470631745e-08;0.646967210054558;1.6854386098488e-09;0.156893812225263
subject50;10.2606720525914;6.72896751268348e-08;0.0106191586461276;0.999999998367317;0.131551859418898;0.903598838949407;0.177308529442581
subject51;1.9071067958737;0.206975557581081;0.999999996595727;1.05310181645848e-08;3.6562125793096e-09;0.999999943848677;0.703804195758465
subject52;3.36160637418021;5.72537057033864e-09;0.851337155756226;0.577460261707036;0.844441009573069;0.912215638979925;0.73090669706134
subject53;11.7043473072527;0.450382553458864;2.90388878308432e-08;0.99155255778061;0.810388873992153;0.999999997481286;0.0428253137260488
subject54;4.36494858476491;0.485063797503005;0.679475934700047;0.999999985652335;0.226390176141175;0.85717727454116;0.517222825771774
subject55;1.85767390270149;0.607119952145726;0.0464301476916433;0.999999532885647;0.0354754865726047;0.305487258630552;0.6864297585347
subject56;7.4479688709663;0.0547479597834403;0.999999880567852;0.605012704145541;0.999999973263582;0.487623517390675;0.53925243886847
subject57;3.3683559890626;0.803129360962399;0.15507912319272;0.999999725329636;0.714426650165719;0.329379619559984;0.0288484053866854
subject58;6.18512144962069;0.427948011359651;0.83434487225509;0.582490694265604;0.318563062909603;0.546174627655132;0.0135335971744472
subject59;11.8152771874129;0.999999978635039;0.999999953442665;0.929326861630807;0.99999999869082;0.987802018557741;0.190752619110167
subject60;9.93024533390333;0.999999902557042;0.999999927375576;0.843110480781235;0.999999996737399;0.816753625701087;0.233656487946869
subject61;12.0865499555041;0.929442122942408;9.07912891716677e-09;0.748175035666015;0.999999996417501;0.829944511979292;0.239024756304099
subject62;9.98397216292741;0.325517236712498;0.084847680532744;0.658931046461077;0.593356367032707;0.71373272407371;0.0291839928825139
subject63;10.1896062513282;0.999999892101057;0.467691815912639;0.999999995026731;0.873133222024369;0.999999991218532;0.268691018256387
subject64;7.56767844787653;0.0402378619048498;1.7192103947521e-07;0.744012731843776;0.99999997223172;0.999999931647399;0.335716323034904
subject65;9.67833322897138;0.507479459467418;0.0354019395939263;0.999999998716937;0.79939905070656;0.999999998275069;0.26991768550252
subject66;4.72034142374476;0.0516493021398633;0.999910199705987;0.486784350255612;0.326391509491561;0.592355867500122;0.225403330622401
subject67;9.4159000096115;0.678342167199089;0.468907275831203;0.96417317217111;0.634621452461288;0.99999999544144;0.656612635978747
subject68;9.21520625433865;0.0122088388655977;8.35208793640592e-08;0.999999997563037;0.00330939295890363;0.713668901275198;0.446334167288925
subject69;5.69060456127081;0.05644624956177;0.747577158650733;0.135270903977555;0.0269393404521782;0.390805097452667;0.464399924691731
subject70;4.21861567617376;0.042050653008572;2.17980932310262e-08;0.153256707406221;1.64643802675709e-07;4.96286566389683e-08;0.448849050706863
subject71;13.6385304120144;0.999999929162519;0.999999924176187;0.999999999242949;0.929890476950272;0.999999999230272;0.347946134520634
subject72;3.06911861513673;0.0758177290724725;0.999999869572314;0.000458010236169152;8.58165179637022e-08;1.52629503875231e-07;0.500482529252694
subject73;10.5642975823005;0.117742106403607;0.976940928454627;0.524819298142891;0.274421651357949;0.30398796557519;0.0639675450595384
subject74;4.06007923734646;0.337713739305276;0.804579931064487;0.31381145990141;0.15941556360951;0.999999953808952;0.32959554321005
subject75;7.42664934885476;0.0334693502842967;1.33773934239596e-07;0.749839401881058;0.895757294068156;0.999999975011581;0.564518505520473
subject76;6.25762002192727;0.999999984563498;0.698760415745057;0.515458580060382;0.711182186017588;0.882383301926601;0.231080940835361
subject77;10.551456285251;0.0517281642900442;7.38148089857414e-07;0.406638360994082;0.0330540477711684;0.389364747441108;0.173224946689922
subject78;12.714334777612;0.0708304249508931;0.0507273249278127;0.335068647439127;0.169480741449258;0.243077278217542;0.0211906961859862
subject79;6.02787047290952;3.50236831466404e-05;0.00907059282200936;0.999999915515727;0.581720223298309;0.987260430666739;0.304333816605949
subject80;3.40087519626298;0.0454123112390692;0.894345240588556;0.084099494839496;0.15573978605832;0.506111182274844;0.115695178766522
subject81;8.54265197298202;0.850086979217857;0.999999987170643;0.953942999488415;0.999999998883991;0.809026202971067;0.44527210701108
subject82;5.79521513765447;0.257852775406437;2.8731791824769e-08;0.887933362187451;0.560383388385318;0.828747533990246;0.526906591910423
subject83;10.0978580122311;0.461353855845474;0.496065073804736;0.661551273360953;0.34622572834617;0.880477738970288;0.0717281289833061
subject84;3.13704979901339;0.0224132368561151;2.26222803186432e-07;5.80204504922888e-08;3.27406298660357e-08;0.659023216640539;0.711922136492803
subject85;5.48688611140481;0.127924104300684;3.85319198976599e-08;0.999999980707552;0.0575214517071764;0.999999865385458;0.338344922038064
subject86;6.2570566049785;0.288362589606906;5.28565364121517e-09;0.547221949653103;0.433306239283753;0.579996202508261;0.400855558787717
subject87;5.07847101185306;0.0865115363031046;2.55810542171467e-07;0.752913410273334;0.407606739270973;0.556693911236612;0.402528448601624
subject88;12.7737462938144;0.282963176657159;0.343921258169521;0.931995805297811;0.998142219744073;0.668057001436718;0.571428569167468
subject89;6.38470318761687;0.0891997272064321;7.25647252578038e-08;0.999999965233827;0.0601774768173994;0.999999841201087;0.510056690325753
subject90;8.57678305522531;9.94964485885357e-05;0.00325740375133447;0.999999916965781;0.659252886271406;0.99999990996164;0.0145556536572618
subject91;8.5397944362751;0.999999996589884;0.999999995305533;0.754587620749103;0.999999991842245;0.966930237387394;0.175091722971688
subject92;6.11716079842089;0.281076333493583;0.659234712796409;0.538455390983593;0.0912671687127257;0.156640312696099;0.784956874505413
subject93;4.67016175776797;0.99999211824324;1.65847799235786e-06;0.811224600857881;0.999999806735066;0.999999810581157;0.732529049264232
subject94;6.65866821690661;0.846510806238064;0.22338865703375;0.63853844230426;0.999999990075321;0.633598199931868;0.226184292941952
subject95;8.66644929649995;0.542620831362371;0.999999955354578;0.869555006716756;0.904155238850691;0.965321797412792;0.106405743434498
subject96;9.80327895116858;0.0934139057652639;0.0209241625632886;0.217593523816225;2.0956849494141e-08;0.319952417236149;0.431849388365349
subject97;6.57451615049694;0.999999891013156;1.87284901239059e-07;0.999999752860601;0.999999335858923;0.763980614744537;0.161434570981307
subject98;11.5977241835191;0.99999999751753;0.529797321432665;0.571803389800515;0.891284065511204;0.975387984569487;0.19376118484263
subject99;9.26755749282306;0.825901957068482;6.40722740885851e-09;0.808830957703021;0.999999998620849;0.999999997863491;0.536288059533691
subject100;5.98135728327086;0.633407221374899;0.0329228358393862;0.871693973740862;0.578021427337222;0.999999937956401;0.283838915516974
subject101;7.17854208869351;0.730294792904285;0.513022009004124;0.649784429456932;0.803043310168294;0.327102458331478;0.625111088077045
subject102;10.0947888010886;0.406410915176029;0.999999996026397;0.951063923358501;0.442270837955334;0.999999997691235;0.0549441278880902
