id;inverse_temperature;learning_rate;eligibility_trace_decay;mixing_weight_low_effort;mixing_weight_high_effort_0;mixing_weight_high_effort_1
subject27;3.03718747384803;0.139011452158305;2.38803650957172e-07;0.123222984476331;0.65886744053596;0.740341686787238
subject28;2.85539575529342;0.930874083671894;0.554672097244525;0.557270240598341;0.771016013588015;0.143308059985756
subject29;6.31987395406736;0.109689490700768;6.49961674441108e-07;0.737983877971347;0.999999708146314;0.823164167291148
subject30;6.1786506764178;0.12102803556251;5.18396587477959e-07;0.711079088804881;0.51479724550055;0.606506530200218
subject31;6.3885913862839;0.715231756075256;0.999999992795139;0.999999994485305;0.820591105648347;0.999999999047616
subject32;3.47716048990852;0.00466363516507587;0.999999944098985;0.299947396479196;5.25161889377914e-09;1.34666290317522e-09
subject33;6.62223450874612;0.122605951680366;1.59309822944955e-08;0.592619980160411;3.91660193118729e-09;0.54714214109327
subject34;3.55353345507281;0.999999990209132;2.38750251971227e-07;0.858327781536037;0.805415962007621;0.999999997072598
subject35;2.30456685671649;0.240530945628126;3.65511065714088e-08;0.0601990760533119;0.496241894280403;2.6867245400156e-08
subject36;3.36161507635459;1.81602234823451e-07;0.169338281743578;0.0520999291364478;1.37045399135659e-06;0.0314171811981462
subject37;10.5906098102861;0.0910226149774599;0.0824469757753456;0.569558781228067;0.314861664658382;0.344359891021841
subject38;2.89077036569615;0.133730360631341;1.20331161645771e-08;1.23113986246549e-09;0.159098400034546;6.3616984386139e-09
subject39;5.02557776977815;0.994580855071007;0.0917587078458285;0.875657742770753;0.981966582754576;0.396680036457715
subject40;6.17938956148023;0.999999985569254;0.51110205723128;0.973182408604967;0.782779996679544;0.716336407502773
subject41;4.87001415582877;0.164204739461127;0.999999991053301;0.883418230155293;0.423991547114339;0.999999997533228
subject42;3.68008615449203;0.848462679219016;0.922504188698846;0.870020501307604;0.375481067402064;0.718472394469724
subject43;5.85736091874006;0.655585278476415;1.72607299728661e-08;0.999999906137509;0.504406455905711;0.782234139492597
subject44;4.39092347980473;0.225619278774655;0.999999960409468;0.999999985559584;0.330941296680979;0.999999953304999
subject45;3.70282810434028;0.54048076679201;0.999999995685569;4.31662934137448e-09;0.99999998766784;0.296136428411648
subject46;5.57706366225918;0.0602889044397907;0.778010722913358;0.611984474354159;2.76181602191377e-08;0.321667423231094
subject47;3.35059367840418;0.838680244002695;0.442686472000719;0.864107508215966;0.638809038528114;0.744421933956184
subject48;4.76836969080467;0.99999996983404;0.999999998365772;0.744156097327795;0.474771349467039;0.868941360984996
subject49;3.36661091071033;0.0108065254525149;5.81667900137271e-08;5.08036078176827e-09;0.443059115338921;1.31863421222657e-09
subject50;5.66175554947957;1.53885281929742e-09;0.778192710490361;0.999999969441802;0.228748420558116;0.941304237327011
subject51;2.40232960129792;0.0937745674570627;0.999999994561198;0.0761472729203707;1.89097871774567e-09;0.17941485012911
subject52;3.36159400116794;9.09241647818151e-10;0.456152575177636;0.356743621405793;0.269890188749805;0.367061821471846
subject53;9.3726088639658;0.360883216788516;1.42742585066727e-08;0.99999999736737;0.674535163852371;0.99999999229479
subject54;2.31210755186621;0.985552860072182;0.616931910622362;0.685184118708849;0.276347311791822;0.473378127202689
subject55;3.36160472848616;4.28368085114439e-08;0.0325722684608854;0.0319808613184365;1.85240666172758e-09;0.403952619966614
subject56;5.66835824572286;0.0696946398174825;0.999999401733045;0.388457035179863;0.858314849303334;0.41942806932181
subject57;3.20544809534172;0.802307967731215;0.125316447297222;0.999999927997617;0.717180038855462;0.343692634626255
subject58;5.9268006554863;0.448625258533718;0.838899432449676;0.602038500705986;0.298771669016922;0.551343681644735
subject59;7.67434934783;1.69467487669096e-08;0.051185234392338;0.99999999710075;0.999999973658595;0.79428640814873
subject60;6.54077329398288;0.999999902130006;0.999999927353246;0.802221638785384;0.999999994897209;0.679836620567355
subject61;6.73950963074635;0.999999996386557;9.14048299063599e-09;0.792239060419406;0.999999997810775;0.786790286748801
subject62;8.04393721587949;0.306319867668491;0.104370341427991;0.676723151712102;0.631718926394852;0.785941639407414
subject63;5.45466758684155;0.999999992099406;0.678196043525131;0.999999997998212;0.770274256376385;0.999999994092457
subject64;5.64824670717007;0.124163490324772;6.38994812576343e-08;0.659396137758824;0.999999976870417;0.646140819073765
subject65;6.63872917738789;0.547921198180961;2.70556764163864e-08;0.999999998734265;0.716831111008708;0.882712928254517
subject66;4.10470940775244;0.047761683864258;0.999999624518571;0.383946233479632;0.240917845845008;0.449721075977319
subject67;4.78967780877231;0.946504809854296;0.509398314638909;0.796114821733185;0.631456516940921;0.999999992301053
subject68;5.44128823572067;0.00998270513614776;8.70108918197917e-07;0.999999972028338;1.49431926871228e-07;0.599246251334018
subject69;5.32984088992923;0.0385931664671115;0.999997750375084;0.0524649079430681;1.62028231720284e-07;0.198599880771443
subject70;4.13454033790582;0.0437115734554131;2.72315635126585e-08;0.0624534558029462;0.071933436814733;4.3111227574401e-07
subject71;5.45503005662302;0.999999967654905;0.996239300612781;0.99999999707869;0.871856392682456;0.999999996092453
subject72;3.06953794498378;0.0757877795029825;0.999999991847345;1.64143448440565e-09;3.17641250269779e-09;8.67426566171769e-09
subject73;9.21192774383935;0.127163170080519;0.999999016549491;0.498298859269512;0.2823287156049;0.280348312863696
subject74;3.42989416459332;0.298836603212211;0.889957764397358;0.249075529460731;0.376797646842302;0.621953275577
subject75;3.4592314815359;0.99999999363438;3.21890585867943e-08;0.99999999836617;0.794200772049893;0.999999996993657
subject76;7.37853228929544;0.221475666596198;0.45907439618328;0.401592086661354;0.186305579908794;0.47684038601691
subject77;10.1414927385896;0.0518773343919585;0.0190588500180337;0.268486528575983;0.0142636293910651;0.271436397351818
subject78;11.9981408448759;0.0709678521740344;0.0323176230740151;0.336308868211062;0.161867950725357;0.240676516644217
subject79;4.18210441258048;0.670572715913332;3.14547727412952e-07;0.999999997013688;0.721304338181224;0.659539051505895
subject80;3.53385284399517;0.042414340411848;0.837663923177046;0.0601546996601416;0.0623700512184546;0.470546251459527
subject81;4.78056676966247;0.960600493014383;0.999999977249171;0.919624919015514;0.999999997201497;0.684952025371256
subject82;4.17792624543024;0.0378775830721129;2.38388551027955e-07;0.727992672231121;0.843068303152439;0.531117306306985
subject83;6.91833247167356;0.648309273123552;0.168701093009393;0.790370619354377;0.458256254100505;0.995920745568017
subject84;3.3315946254566;0.0120828602869826;1.02828856122661e-07;1.49692353494272e-09;0.0172744015923235;0.211718888467776
subject85;2.98763555454115;0.136189675276809;1.94520337911696e-07;0.99999981320161;2.24923536794685e-06;0.974112318778879
subject86;4.97451595363037;0.276802452734282;2.7165649416009e-08;0.435898607265298;0.286879026202104;0.490698746081877
subject87;4.54824384379233;0.0912538266146637;3.64157556684934e-07;0.413288326999532;0.350656515070906;0.424467065295262
subject88;6.10640940565633;0.343425906642327;1.45585526138939e-07;0.787808833755838;0.999999883326771;0.732878544968969
subject89;3.44853624384599;0.999999987160593;0.765740102964113;0.886115111368658;0.606549936498824;0.238915103063588
subject90;7.8350079837103;0.000100057064107431;0.00340110579503458;0.999999914090518;0.67289280239463;0.999999878299851
subject91;5.66276711021652;0.999999993961326;0.999999992337139;0.617435806954735;0.999999976444917;0.910748608700297
subject92;5.7229152385069;0.238068864907169;0.651370263199817;0.0615374218683204;0.0433171345234819;0.125785433385664
subject93;3.36160095608882;8.69350850995198e-10;0.43930625749084;0.779515311105407;0.996666219871553;0.363192050216475
subject94;5.88013145336765;0.443076785051475;0.124626310170447;0.601891763776458;0.569996150840012;0.738483051062178
subject95;6.45343258309068;0.452972712526746;0.999999962884299;0.770936965222641;0.851872437078846;0.999999986595174
subject96;9.19528814560672;0.0966523992242791;0.1970356488471;0.114303026929516;3.50336259809139e-06;0.173779620925703
subject97;4.74562412587102;0.999999973321399;7.03277437123576e-08;0.999999981391323;0.999999988432733;0.724932590230701
subject98;8.06496898612189;0.999999983675512;0.521776657348343;0.586618510127916;0.796421933949213;0.951993631403708
subject99;4.71382785774733;0.343398019141958;0.999999996491362;0.754559866581032;0.439700829674045;0.999999996775672
subject100;4.91759198829746;0.0538871820223227;0.431471009733326;0.841229716695714;0.283726181190469;0.491399409215253
subject101;4.85744394244804;0.736258060586391;0.020586723102692;0.7726423948163;0.642127527325842;0.579956714890685
subject102;8.16013588332566;0.430408540625199;0.999999996265233;0.970298062974897;0.427336910072012;0.999999998084097
