id,aic,model
102,348.0926917,Hybrid-rpe
103,379.6278626,Hybrid-rpe
104,426.8093547,Hybrid-rpe
105,326.9112637,Hybrid-rpe
106,384.2951409,Hybrid-rpe
107,421.5652086,Hybrid-rpe
108,450.2332709,Hybrid-rpe
109,401.8246495,Hybrid-rpe
110,456.6048864,Hybrid-rpe
111,425.7032971,Hybrid-rpe
112,357.960917,Hybrid-rpe
113,403.2222705,Hybrid-rpe
114,452.9439249,Hybrid-rpe
115,237.559071,Hybrid-rpe
116,440.6961642,Hybrid-rpe
117,390.0823387,Hybrid-rpe
118,397.8720624,Hybrid-rpe
119,329.0290921,Hybrid-rpe
120,386.7489961,Hybrid-rpe
121,333.3606905,Hybrid-rpe
122,346.3606137,Hybrid-rpe
123,393.2142375,Hybrid-rpe
124,415.7232113,Hybrid-rpe
1,380.5505424,Hybrid-wm
2,371.8585083,Hybrid-wm
3,344.0497363,Hybrid-wm
4,277.0703148,Hybrid-wm
5,237.4222478,Hybrid-wm
6,239.9904997,Hybrid-wm
7,395.8574801,Hybrid-wm
8,234.881915,Hybrid-wm
9,312.0740174,Hybrid-wm
10,410.9395383,Hybrid-wm
11,284.0805664,Hybrid-wm
12,376.7121686,Hybrid-wm
13,436.4948495,Hybrid-wm
14,413.4554418,Hybrid-wm
15,222.214848,Hybrid-wm
16,449.6403522,Hybrid-wm
17,233.6715894,Hybrid-wm
18,332.4959494,Hybrid-wm
19,186.3184072,Hybrid-wm
20,288.2649051,Hybrid-wm
21,364.8979133,Hybrid-wm
22,401.5388553,Hybrid-wm
23,344.201463,Hybrid-wm
24,300.1199784,Hybrid-wm
25,297.62413,Hybrid-wm
26,257.8380294,Hybrid-wm
27,138.2272697,Hybrid-wm
28,364.6841397,Hybrid-wm
29,290.3851262,Hybrid-wm
30,336.8941857,Hybrid-wm
31,300.3648845,Hybrid-wm
32,341.2704607,Hybrid-wm
33,421.1966607,Hybrid-wm
34,255.6572564,Hybrid-wm
35,211.2344545,Hybrid-wm
36,317.3984269,Hybrid-wm
37,278.7730628,Hybrid-wm
38,289.3887102,Hybrid-wm
39,353.4868763,Hybrid-wm
40,398.8940299,Hybrid-wm
41,279.4197263,Hybrid-wm
42,243.0820511,Hybrid-wm
43,339.6327828,Hybrid-wm
44,371.689288,Hybrid-wm
45,298.0195772,Hybrid-wm
46,398.0046171,Hybrid-wm
47,289.176525,Hybrid-wm
48,318.4435801,Hybrid-wm
49,416.5102059,Hybrid-wm
50,249.6381019,Hybrid-wm
51,262.2269643,Hybrid-wm
52,334.4805549,Hybrid-wm
53,438.3595619,Hybrid-wm
54,254.5503588,Hybrid-wm
55,430.5680796,Hybrid-wm
56,282.3468834,Hybrid-wm
57,363.4392975,Hybrid-wm
58,319.1441625,Hybrid-wm
59,351.4128179,Hybrid-wm
60,393.2685088,Hybrid-wm
61,155.2326755,Hybrid-wm
62,318.4863186,Hybrid-wm
63,366.3539739,Hybrid-wm
64,358.9490467,Hybrid-wm
65,458.561542,Hybrid-wm
66,452.2646933,Hybrid-wm
67,421.9680375,Hybrid-wm
68,267.572058,Hybrid-wm
69,327.8349052,Hybrid-wm
70,430.7730985,Hybrid-wm
71,332.8315422,Hybrid-wm
72,422.8660721,Hybrid-wm
73,288.1041741,Hybrid-wm
74,298.5338401,Hybrid-wm
75,427.6478763,Hybrid-wm
76,375.2712687,Hybrid-wm
77,417.2515761,Hybrid-wm
78,434.4937167,Hybrid-wm
79,447.2299628,Hybrid-wm
80,426.9013085,Hybrid-wm
81,263.0899478,Hybrid-wm
82,347.2556135,Hybrid-wm
83,433.563615,Hybrid-wm
84,306.8026851,Hybrid-wm
85,303.0639771,Hybrid-wm
86,392.1000261,Hybrid-wm
87,294.1487248,Hybrid-wm
88,314.6828961,Hybrid-wm
89,403.1777562,Hybrid-wm
90,303.4949552,Hybrid-wm
91,420.4865321,Hybrid-wm
92,442.1966963,Hybrid-wm
93,376.9562413,Hybrid-wm
94,338.0334072,Hybrid-wm
95,313.3783757,Hybrid-wm
96,400.8101937,Hybrid-wm
97,454.1913967,Hybrid-wm
98,411.512355,Hybrid-wm
99,233.9088748,Hybrid-wm
100,393.4857198,Hybrid-wm
101,391.7981514,Hybrid-wm
102,323.927642,Hybrid-wm
103,378.0832816,Hybrid-wm
104,432.8960423,Hybrid-wm
105,294.5153001,Hybrid-wm
106,384.266775,Hybrid-wm
107,423.9886791,Hybrid-wm
108,452.4986927,Hybrid-wm
109,388.2939865,Hybrid-wm
110,462.0722595,Hybrid-wm
111,434.9745424,Hybrid-wm
112,320.9258815,Hybrid-wm
113,406.4221313,Hybrid-wm
114,452.2443002,Hybrid-wm
115,220.5462506,Hybrid-wm
116,435.6293124,Hybrid-wm
117,358.4548524,Hybrid-wm
118,390.5419242,Hybrid-wm
119,322.1675174,Hybrid-wm
120,378.8311712,Hybrid-wm
121,289.1535938,Hybrid-wm
122,318.4154646,Hybrid-wm
123,354.6037525,Hybrid-wm
124,392.4382282,Hybrid-wm
1,397.7914095,Hybrid-lwm
2,379.9746443,Hybrid-lwm
3,370.0995862,Hybrid-lwm
4,296.2932076,Hybrid-lwm
5,244.6380848,Hybrid-lwm
6,277.9093701,Hybrid-lwm
7,400.3643376,Hybrid-lwm
8,260.2500921,Hybrid-lwm
9,311.4284412,Hybrid-lwm
10,412.4229241,Hybrid-lwm
11,324.7177648,Hybrid-lwm
12,380.6574829,Hybrid-lwm
13,440.4539768,Hybrid-lwm
14,410.4136561,Hybrid-lwm
15,239.694661,Hybrid-lwm
16,454.2705082,Hybrid-lwm
17,288.4982446,Hybrid-lwm
18,361.6098433,Hybrid-lwm
19,256.2271716,Hybrid-lwm
20,300.5557967,Hybrid-lwm
21,372.7321547,Hybrid-lwm
22,406.9839458,Hybrid-lwm
23,342.6221335,Hybrid-lwm
24,315.5445648,Hybrid-lwm
25,317.508866,Hybrid-lwm
26,298.8327395,Hybrid-lwm
27,222.01424,Hybrid-lwm
28,364.7432703,Hybrid-lwm
29,288.5791846,Hybrid-lwm
30,364.9327197,Hybrid-lwm
31,336.2522444,Hybrid-lwm
32,348.3146421,Hybrid-lwm
33,432.2729069,Hybrid-lwm
34,291.7534139,Hybrid-lwm
35,245.9025493,Hybrid-lwm
36,352.8719848,Hybrid-lwm
37,320.5372259,Hybrid-lwm
38,302.5814076,Hybrid-lwm
39,372.1551565,Hybrid-lwm
40,397.9256997,Hybrid-lwm
41,295.4055146,Hybrid-lwm
42,255.3696332,Hybrid-lwm
43,350.4510773,Hybrid-lwm
44,379.4493024,Hybrid-lwm
45,330.5200012,Hybrid-lwm
46,416.0129929,Hybrid-lwm
47,320.6234267,Hybrid-lwm
48,350.8107061,Hybrid-lwm
49,415.7719852,Hybrid-lwm
50,291.7485548,Hybrid-lwm
51,295.6193965,Hybrid-lwm
52,341.441423,Hybrid-lwm
53,437.1285627,Hybrid-lwm
54,302.9841386,Hybrid-lwm
55,427.7789823,Hybrid-lwm
56,322.8863193,Hybrid-lwm
57,380.6426344,Hybrid-lwm
58,333.2796189,Hybrid-lwm
59,368.6542469,Hybrid-lwm
60,413.7884673,Hybrid-lwm
61,169.3462702,Hybrid-lwm
62,339.1866129,Hybrid-lwm
63,367.1407841,Hybrid-lwm
64,369.6056252,Hybrid-lwm
65,451.0295631,Hybrid-lwm
66,448.3210626,Hybrid-lwm
67,419.8938396,Hybrid-lwm
68,278.766125,Hybrid-lwm
69,330.171162,Hybrid-lwm
70,426.1741489,Hybrid-lwm
71,348.5989599,Hybrid-lwm
72,422.8984994,Hybrid-lwm
73,293.3524424,Hybrid-lwm
74,336.5454637,Hybrid-lwm
75,434.6429911,Hybrid-lwm
76,410.7488778,Hybrid-lwm
77,420.5953445,Hybrid-lwm
78,429.7009052,Hybrid-lwm
79,452.1190825,Hybrid-lwm
80,429.0913642,Hybrid-lwm
81,263.9265726,Hybrid-lwm
82,352.9970718,Hybrid-lwm
83,432.7045786,Hybrid-lwm
84,333.7313775,Hybrid-lwm
85,315.0709279,Hybrid-lwm
86,391.1218706,Hybrid-lwm
87,306.3631223,Hybrid-lwm
88,334.9254698,Hybrid-lwm
89,404.5696987,Hybrid-lwm
90,306.9064442,Hybrid-lwm
91,417.8795861,Hybrid-lwm
92,441.1855435,Hybrid-lwm
93,387.2552922,Hybrid-lwm
94,335.7638779,Hybrid-lwm
95,319.7361158,Hybrid-lwm
96,402.1906935,Hybrid-lwm
97,451.9603446,Hybrid-lwm
98,423.5180732,Hybrid-lwm
99,236.7322261,Hybrid-lwm
100,396.3584753,Hybrid-lwm
101,398.2921374,Hybrid-lwm
102,342.3999733,Hybrid-lwm
103,380.1803575,Hybrid-lwm
104,432.1694883,Hybrid-lwm
105,318.9781817,Hybrid-lwm
106,382.4161587,Hybrid-lwm
107,422.7886868,Hybrid-lwm
108,449.8925062,Hybrid-lwm
109,386.7446676,Hybrid-lwm
110,463.2961008,Hybrid-lwm
111,439.2067241,Hybrid-lwm
112,342.8090216,Hybrid-lwm
113,403.0973038,Hybrid-lwm
114,450.3236901,Hybrid-lwm
115,222.5386665,Hybrid-lwm
116,433.9319245,Hybrid-lwm
117,356.1818671,Hybrid-lwm
118,396.5374783,Hybrid-lwm
119,318.1365272,Hybrid-lwm
120,376.7142194,Hybrid-lwm
121,320.3503923,Hybrid-lwm
122,346.2998092,Hybrid-lwm
123,385.2421264,Hybrid-lwm
124,397.6063322,Hybrid-lwm
