id,aic,model
47,160.0653475,Hybrid-wm
48,92.99531644,Hybrid-wm
49,173.9719163,Hybrid-wm
50,154.1218042,Hybrid-wm
51,79.16766209,Hybrid-wm
52,124.3369933,Hybrid-wm
53,181.4689614,Hybrid-wm
54,158.9178678,Hybrid-wm
55,129.4798436,Hybrid-wm
56,149.2540655,Hybrid-wm
57,90.73322147,Hybrid-wm
58,173.5152739,Hybrid-wm
59,159.5416761,Hybrid-wm
60,140.5091456,Hybrid-wm
61,157.1019836,Hybrid-wm
62,62.28458546,Hybrid-wm
63,122.9038761,Hybrid-wm
64,172.7679606,Hybrid-wm
65,155.6789611,Hybrid-wm
66,167.6567751,Hybrid-wm
67,129.9766022,Hybrid-wm
68,94.82448271,Hybrid-wm
69,165.8295364,Hybrid-wm
70,51.85671316,Hybrid-wm
71,164.6447217,Hybrid-wm
72,160.7692228,Hybrid-wm
73,179.9553936,Hybrid-wm
74,146.9326936,Hybrid-wm
75,144.8603689,Hybrid-wm
76,118.7139519,Hybrid-wm
77,156.2615977,Hybrid-wm
78,128.2761101,Hybrid-wm
79,153.4478159,Hybrid-wm
80,152.8388178,Hybrid-wm
81,69.50124989,Hybrid-wm
82,152.2394124,Hybrid-wm
83,154.4208771,Hybrid-wm
84,163.0574393,Hybrid-wm
85,90.62230049,Hybrid-wm
86,164.7080499,Hybrid-wm
87,154.6641815,Hybrid-wm
88,173.5632525,Hybrid-wm
89,80.1853185,Hybrid-wm
90,155.240516,Hybrid-wm
91,143.263616,Hybrid-wm
92,141.0091173,Hybrid-wm
93,136.3331034,Hybrid-wm
94,117.609248,Hybrid-wm
95,80.32192935,Hybrid-wm
96,126.6040388,Hybrid-wm
97,148.7394541,Hybrid-wm
98,176.2074426,Hybrid-wm
99,118.3977918,Hybrid-wm
100,124.3983643,Hybrid-wm
101,119.5159906,Hybrid-wm
102,119.200505,Hybrid-wm
103,149.2121581,Hybrid-wm
104,70.6794075,Hybrid-wm
105,124.3474723,Hybrid-wm
106,88.25487383,Hybrid-wm
107,182.6092682,Hybrid-wm
108,68.59615866,Hybrid-wm
109,140.0923532,Hybrid-wm
110,113.258932,Hybrid-wm
111,137.6219012,Hybrid-wm
112,81.33308858,Hybrid-wm
113,177.206143,Hybrid-wm
114,165.2433118,Hybrid-wm
115,162.5832502,Hybrid-wm
116,142.2046689,Hybrid-wm
117,75.68690486,Hybrid-wm
118,154.1919739,Hybrid-wm
119,154.2199176,Hybrid-wm
120,154.7447191,Hybrid-wm
121,146.5459077,Hybrid-wm
122,167.1309234,Hybrid-wm
123,135.9776105,Hybrid-wm
124,18.91559714,Hybrid-wm
125,90.53658356,Hybrid-wm
126,101.225039,Hybrid-wm
127,154.0140195,Hybrid-wm
128,141.9631597,Hybrid-wm
129,164.4308455,Hybrid-wm
130,140.3154785,Hybrid-wm
131,169.3247556,Hybrid-wm
132,177.448594,Hybrid-wm
133,119.9724696,Hybrid-wm
134,119.1439858,Hybrid-wm
135,130.8402472,Hybrid-wm
136,141.9271887,Hybrid-wm
137,109.4759047,Hybrid-wm
138,181.2883027,Hybrid-wm
139,149.272084,Hybrid-wm
140,161.8122064,Hybrid-wm
141,140.9367331,Hybrid-wm
142,137.2870654,Hybrid-wm
143,171.0030096,Hybrid-wm
144,147.7362313,Hybrid-wm
145,128.1498512,Hybrid-wm
146,162.2621032,Hybrid-wm
147,160.2346497,Hybrid-wm
148,72.59686922,Hybrid-wm
149,174.3587835,Hybrid-wm
150,76.44846275,Hybrid-wm
151,110.9175142,Hybrid-wm
152,146.569423,Hybrid-wm
153,169.5372599,Hybrid-wm
154,102.1817181,Hybrid-wm
155,145.3823771,Hybrid-wm
156,122.7208766,Hybrid-wm
157,113.9168765,Hybrid-wm
158,96.11872016,Hybrid-wm
159,115.3430524,Hybrid-wm
160,140.3741888,Hybrid-wm
161,162.3552726,Hybrid-wm
162,163.9268565,Hybrid-wm
163,159.2231247,Hybrid-wm
164,69.46046273,Hybrid-wm
165,78.91694527,Hybrid-wm
166,132.8454248,Hybrid-wm
167,120.6407045,Hybrid-wm
168,177.6012355,Hybrid-wm
169,165.3347675,Hybrid-wm
170,158.106824,Hybrid-wm
171,144.7841952,Hybrid-wm
172,152.6200165,Hybrid-wm
173,106.7788637,Hybrid-wm
174,106.3344112,Hybrid-wm
175,141.1615988,Hybrid-wm
176,130.3677145,Hybrid-wm
177,147.2384986,Hybrid-wm
178,123.4559332,Hybrid-wm
179,138.3346867,Hybrid-wm
180,48.37993726,Hybrid-wm
181,53.82292098,Hybrid-wm
182,175.4483492,Hybrid-wm
183,120.5036294,Hybrid-wm
184,129.3229949,Hybrid-wm
1,89.74308153,Hybrid-lwm
2,173.4421183,Hybrid-lwm
3,121.5019745,Hybrid-lwm
4,129.9486806,Hybrid-lwm
5,155.2113123,Hybrid-lwm
6,143.6984093,Hybrid-lwm
7,88.01758308,Hybrid-lwm
8,140.3501497,Hybrid-lwm
9,101.5744092,Hybrid-lwm
10,87.83373325,Hybrid-lwm
11,72.39271745,Hybrid-lwm
12,123.8071537,Hybrid-lwm
13,77.41199445,Hybrid-lwm
14,174.9921948,Hybrid-lwm
15,164.7640839,Hybrid-lwm
16,121.1663704,Hybrid-lwm
17,133.0811057,Hybrid-lwm
18,161.5414555,Hybrid-lwm
19,68.75119144,Hybrid-lwm
20,168.2945777,Hybrid-lwm
21,167.8496051,Hybrid-lwm
22,110.5087424,Hybrid-lwm
23,82.23350631,Hybrid-lwm
24,134.6351754,Hybrid-lwm
25,128.126955,Hybrid-lwm
26,142.5526926,Hybrid-lwm
27,147.7330464,Hybrid-lwm
28,68.65142989,Hybrid-lwm
29,68.10872168,Hybrid-lwm
30,135.748537,Hybrid-lwm
31,120.1411025,Hybrid-lwm
32,170.1469055,Hybrid-lwm
33,60.50832269,Hybrid-lwm
34,122.8384554,Hybrid-lwm
35,159.3894916,Hybrid-lwm
36,110.6081586,Hybrid-lwm
37,157.0097884,Hybrid-lwm
38,151.4993458,Hybrid-lwm
39,177.3749199,Hybrid-lwm
40,115.5081364,Hybrid-lwm
41,178.9387366,Hybrid-lwm
42,155.58805,Hybrid-lwm
43,89.89067146,Hybrid-lwm
44,81.07023777,Hybrid-lwm
45,113.0886552,Hybrid-lwm
46,148.0930953,Hybrid-lwm
47,156.2347667,Hybrid-lwm
48,96.92691886,Hybrid-lwm
49,171.5740048,Hybrid-lwm
50,152.6977235,Hybrid-lwm
51,78.10530824,Hybrid-lwm
52,124.0400604,Hybrid-lwm
53,180.2537425,Hybrid-lwm
54,161.6330782,Hybrid-lwm
55,131.4134379,Hybrid-lwm
56,149.4314657,Hybrid-lwm
57,98.00822142,Hybrid-lwm
58,171.2888933,Hybrid-lwm
59,157.7389543,Hybrid-lwm
60,138.9624077,Hybrid-lwm
61,155.242409,Hybrid-lwm
62,70.82255332,Hybrid-lwm
63,121.0600753,Hybrid-lwm
64,169.8889567,Hybrid-lwm
65,155.0994896,Hybrid-lwm
66,168.95518,Hybrid-lwm
67,136.0897517,Hybrid-lwm
68,93.57342079,Hybrid-lwm
69,163.4915449,Hybrid-lwm
70,48.69263798,Hybrid-lwm
71,162.6264086,Hybrid-lwm
72,159.1338332,Hybrid-lwm
73,177.7175965,Hybrid-lwm
74,146.5134722,Hybrid-lwm
75,145.4704202,Hybrid-lwm
76,121.1090381,Hybrid-lwm
77,157.0183864,Hybrid-lwm
78,129.5436022,Hybrid-lwm
79,155.7997798,Hybrid-lwm
80,158.9071746,Hybrid-lwm
81,83.77515952,Hybrid-lwm
82,153.3690591,Hybrid-lwm
83,153.8371991,Hybrid-lwm
84,161.0403096,Hybrid-lwm
85,95.3048297,Hybrid-lwm
86,164.778795,Hybrid-lwm
87,152.8195533,Hybrid-lwm
88,171.7690788,Hybrid-lwm
89,79.37664556,Hybrid-lwm
90,153.4287199,Hybrid-lwm
91,141.4025409,Hybrid-lwm
92,139.2347961,Hybrid-lwm
93,141.3650519,Hybrid-lwm
94,123.5233831,Hybrid-lwm
95,78.47049918,Hybrid-lwm
96,138.2522018,Hybrid-lwm
97,147.0167605,Hybrid-lwm
98,174.4840371,Hybrid-lwm
99,118.1049447,Hybrid-lwm
100,125.656387,Hybrid-lwm
101,121.279316,Hybrid-lwm
102,122.6999055,Hybrid-lwm
103,147.3101639,Hybrid-lwm
104,91.9459483,Hybrid-lwm
105,124.6707245,Hybrid-lwm
106,84.8503152,Hybrid-lwm
107,181.0107305,Hybrid-lwm
108,65.43248427,Hybrid-lwm
109,141.6028651,Hybrid-lwm
110,117.4704039,Hybrid-lwm
111,135.7305915,Hybrid-lwm
112,79.17345232,Hybrid-lwm
113,175.2337233,Hybrid-lwm
114,163.4232731,Hybrid-lwm
115,160.7143313,Hybrid-lwm
116,144.5030703,Hybrid-lwm
117,86.82678739,Hybrid-lwm
118,155.4251254,Hybrid-lwm
119,152.5091694,Hybrid-lwm
120,158.5004263,Hybrid-lwm
121,147.941757,Hybrid-lwm
122,165.2080753,Hybrid-lwm
123,133.6255422,Hybrid-lwm
124,16.91074847,Hybrid-lwm
125,89.55954366,Hybrid-lwm
126,97.78260234,Hybrid-lwm
127,155.6805224,Hybrid-lwm
128,141.9327475,Hybrid-lwm
129,162.5370064,Hybrid-lwm
130,139.8423152,Hybrid-lwm
131,167.6335094,Hybrid-lwm
132,175.9477475,Hybrid-lwm
133,117.9459463,Hybrid-lwm
134,116.157472,Hybrid-lwm
135,131.583162,Hybrid-lwm
136,143.274724,Hybrid-lwm
137,109.0498135,Hybrid-lwm
138,179.2731786,Hybrid-lwm
139,156.4648504,Hybrid-lwm
140,159.9031659,Hybrid-lwm
141,143.6850768,Hybrid-lwm
142,135.4672956,Hybrid-lwm
143,169.7799379,Hybrid-lwm
144,148.0146862,Hybrid-lwm
145,125.9860221,Hybrid-lwm
146,160.6081736,Hybrid-lwm
147,158.4016379,Hybrid-lwm
148,75.20445673,Hybrid-lwm
149,172.7682222,Hybrid-lwm
150,80.45992038,Hybrid-lwm
151,110.1664971,Hybrid-lwm
152,146.0458532,Hybrid-lwm
153,167.7824587,Hybrid-lwm
154,100.3231927,Hybrid-lwm
155,147.2458174,Hybrid-lwm
156,120.9690981,Hybrid-lwm
157,119.7083794,Hybrid-lwm
158,107.0855376,Hybrid-lwm
159,112.9012165,Hybrid-lwm
160,138.4172015,Hybrid-lwm
161,161.1117436,Hybrid-lwm
162,163.7393611,Hybrid-lwm
163,157.2877655,Hybrid-lwm
164,67.30114082,Hybrid-lwm
165,88.91067722,Hybrid-lwm
166,138.1242392,Hybrid-lwm
167,120.5019346,Hybrid-lwm
168,176.4695142,Hybrid-lwm
169,161.6961107,Hybrid-lwm
170,156.4680493,Hybrid-lwm
171,139.5824929,Hybrid-lwm
172,153.959733,Hybrid-lwm
173,104.0425425,Hybrid-lwm
174,104.4178346,Hybrid-lwm
175,140.9786769,Hybrid-lwm
176,128.7454668,Hybrid-lwm
177,143.0925677,Hybrid-lwm
178,120.0279237,Hybrid-lwm
179,136.549082,Hybrid-lwm
180,73.33288856,Hybrid-lwm
181,52.72749944,Hybrid-lwm
182,173.6857859,Hybrid-lwm
183,120.7315439,Hybrid-lwm
184,130.7121697,Hybrid-lwm
