id,aic,model
19,296.9518161,Hybrid-wm
20,279.3404943,Hybrid-wm
21,459.0757379,Hybrid-wm
22,420.3739545,Hybrid-wm
23,445.388821,Hybrid-wm
24,479.9620066,Hybrid-wm
25,481.5232474,Hybrid-wm
26,329.0780696,Hybrid-wm
27,364.6172024,Hybrid-wm
28,351.0224775,Hybrid-wm
29,302.2019152,Hybrid-wm
30,362.1052149,Hybrid-wm
31,238.5768444,Hybrid-wm
32,415.4680793,Hybrid-wm
33,465.4012001,Hybrid-wm
34,445.2379849,Hybrid-wm
35,252.1330083,Hybrid-wm
36,425.4184279,Hybrid-wm
37,345.4432174,Hybrid-wm
38,485.5565266,Hybrid-wm
39,248.1845194,Hybrid-wm
40,315.2770879,Hybrid-wm
41,329.5797774,Hybrid-wm
42,449.6372947,Hybrid-wm
43,411.3978829,Hybrid-wm
44,254.1686265,Hybrid-wm
45,275.609096,Hybrid-wm
46,487.2835932,Hybrid-wm
47,481.8238111,Hybrid-wm
48,461.6003618,Hybrid-wm
49,439.3038731,Hybrid-wm
50,256.0538837,Hybrid-wm
51,413.3468529,Hybrid-wm
52,279.3443157,Hybrid-wm
53,329.7113045,Hybrid-wm
54,330.8855776,Hybrid-wm
55,213.2957181,Hybrid-wm
56,438.7085829,Hybrid-wm
57,474.694577,Hybrid-wm
58,363.9617479,Hybrid-wm
59,479.8534346,Hybrid-wm
60,477.4393072,Hybrid-wm
61,440.2255934,Hybrid-wm
62,397.7434689,Hybrid-wm
63,330.8357487,Hybrid-wm
64,360.0545478,Hybrid-wm
65,424.9606226,Hybrid-wm
66,434.5630055,Hybrid-wm
67,434.6688928,Hybrid-wm
68,487.4262077,Hybrid-wm
69,389.5753467,Hybrid-wm
70,296.7055309,Hybrid-wm
71,295.367305,Hybrid-wm
72,392.4197373,Hybrid-wm
73,420.0939146,Hybrid-wm
74,216.1904282,Hybrid-wm
75,433.7022608,Hybrid-wm
76,485.8578544,Hybrid-wm
77,425.9750076,Hybrid-wm
78,358.6825347,Hybrid-wm
79,383.5774404,Hybrid-wm
80,395.8010748,Hybrid-wm
81,422.3043427,Hybrid-wm
82,479.0209992,Hybrid-wm
83,451.0082562,Hybrid-wm
84,453.1070176,Hybrid-wm
85,376.3288525,Hybrid-wm
86,337.6165639,Hybrid-wm
87,375.9039841,Hybrid-wm
88,445.8548493,Hybrid-wm
89,250.864302,Hybrid-wm
90,307.263848,Hybrid-wm
91,254.822456,Hybrid-wm
92,448.5722487,Hybrid-wm
93,431.3041315,Hybrid-wm
94,356.5384639,Hybrid-wm
95,283.0794651,Hybrid-wm
96,313.7424205,Hybrid-wm
97,472.8924202,Hybrid-wm
98,304.1640118,Hybrid-wm
1,407.7165642,Hybrid-lwm
2,375.0414308,Hybrid-lwm
3,373.2679113,Hybrid-lwm
4,325.6511021,Hybrid-lwm
5,249.9448961,Hybrid-lwm
6,295.4940085,Hybrid-lwm
7,463.360869,Hybrid-lwm
8,407.51974,Hybrid-lwm
9,302.849363,Hybrid-lwm
10,349.4531822,Hybrid-lwm
11,409.1485704,Hybrid-lwm
12,404.925382,Hybrid-lwm
13,475.1299993,Hybrid-lwm
14,284.6537818,Hybrid-lwm
15,460.9267109,Hybrid-lwm
16,356.661373,Hybrid-lwm
17,319.1819765,Hybrid-lwm
18,428.1879271,Hybrid-lwm
19,293.1445021,Hybrid-lwm
20,312.6381779,Hybrid-lwm
21,459.5245805,Hybrid-lwm
22,417.893446,Hybrid-lwm
23,451.5134984,Hybrid-lwm
24,487.4637027,Hybrid-lwm
25,478.1046601,Hybrid-lwm
26,338.3998245,Hybrid-lwm
27,371.7577743,Hybrid-lwm
28,358.0536467,Hybrid-lwm
29,315.3599074,Hybrid-lwm
30,390.5746107,Hybrid-lwm
31,255.0122502,Hybrid-lwm
32,442.3698665,Hybrid-lwm
33,463.3365138,Hybrid-lwm
34,443.2839855,Hybrid-lwm
35,264.1810676,Hybrid-lwm
36,436.1589209,Hybrid-lwm
37,404.7031876,Hybrid-lwm
38,482.740315,Hybrid-lwm
39,270.31902,Hybrid-lwm
40,314.7453948,Hybrid-lwm
41,342.2814803,Hybrid-lwm
42,458.428677,Hybrid-lwm
43,419.5382111,Hybrid-lwm
44,252.2582557,Hybrid-lwm
45,282.7930346,Hybrid-lwm
46,489.107265,Hybrid-lwm
47,479.9483959,Hybrid-lwm
48,462.0454027,Hybrid-lwm
49,437.878393,Hybrid-lwm
50,259.3323708,Hybrid-lwm
51,409.5791226,Hybrid-lwm
52,311.0914926,Hybrid-lwm
53,333.6761565,Hybrid-lwm
54,373.6200769,Hybrid-lwm
55,232.1083794,Hybrid-lwm
56,438.2892722,Hybrid-lwm
57,473.0852208,Hybrid-lwm
58,363.4421815,Hybrid-lwm
59,481.8930105,Hybrid-lwm
60,475.4999527,Hybrid-lwm
61,441.6510507,Hybrid-lwm
62,407.5796592,Hybrid-lwm
63,362.7243231,Hybrid-lwm
64,379.7595482,Hybrid-lwm
65,439.4234109,Hybrid-lwm
66,438.482215,Hybrid-lwm
67,432.6688984,Hybrid-lwm
68,486.493878,Hybrid-lwm
69,391.3866232,Hybrid-lwm
70,311.6980701,Hybrid-lwm
71,297.033502,Hybrid-lwm
72,420.2563006,Hybrid-lwm
73,419.4614734,Hybrid-lwm
74,261.6737843,Hybrid-lwm
75,429.3151621,Hybrid-lwm
76,486.6327223,Hybrid-lwm
77,423.7340151,Hybrid-lwm
78,359.7464977,Hybrid-lwm
79,385.9377918,Hybrid-lwm
80,393.8572927,Hybrid-lwm
81,426.3236646,Hybrid-lwm
82,477.0882293,Hybrid-lwm
83,447.5943947,Hybrid-lwm
84,451.2784504,Hybrid-lwm
85,392.0308871,Hybrid-lwm
86,350.7713202,Hybrid-lwm
87,396.9581394,Hybrid-lwm
88,450.4951802,Hybrid-lwm
89,291.1450088,Hybrid-lwm
90,315.7822663,Hybrid-lwm
91,261.5520423,Hybrid-lwm
92,448.2053149,Hybrid-lwm
93,433.2294373,Hybrid-lwm
94,371.7111395,Hybrid-lwm
95,284.4945474,Hybrid-lwm
96,342.4473915,Hybrid-lwm
97,469.9812283,Hybrid-lwm
98,301.2046663,Hybrid-lwm
