id,aic,model
147,603.658696,Hybrid-rpe
148,437.7485138,Hybrid-rpe
149,505.0036558,Hybrid-rpe
150,653.482774,Hybrid-rpe
151,430.4828936,Hybrid-rpe
152,611.6500712,Hybrid-rpe
153,529.5209423,Hybrid-rpe
154,566.6438621,Hybrid-rpe
155,626.32662,Hybrid-rpe
156,390.1919086,Hybrid-rpe
157,437.9672547,Hybrid-rpe
158,434.3680405,Hybrid-rpe
159,250.7114461,Hybrid-rpe
160,543.3224431,Hybrid-rpe
161,666.0945937,Hybrid-rpe
162,649.7600832,Hybrid-rpe
163,477.3406826,Hybrid-rpe
164,538.4668783,Hybrid-rpe
165,597.2312589,Hybrid-rpe
166,494.9867545,Hybrid-rpe
167,410.8806828,Hybrid-rpe
168,517.3146977,Hybrid-rpe
169,476.4674574,Hybrid-rpe
170,556.9027332,Hybrid-rpe
171,639.813572,Hybrid-rpe
172,457.9631029,Hybrid-rpe
173,447.007922,Hybrid-rpe
174,627.0144504,Hybrid-rpe
175,590.5120712,Hybrid-rpe
176,515.7976486,Hybrid-rpe
177,465.1240902,Hybrid-rpe
178,392.0600014,Hybrid-rpe
179,604.2768907,Hybrid-rpe
180,557.5587259,Hybrid-rpe
181,649.5565626,Hybrid-rpe
182,459.2404813,Hybrid-rpe
183,654.3865643,Hybrid-rpe
184,645.9772222,Hybrid-rpe
185,560.9561439,Hybrid-rpe
186,649.2873253,Hybrid-rpe
187,482.4469054,Hybrid-rpe
188,509.3356034,Hybrid-rpe
189,369.3594866,Hybrid-rpe
190,478.7435632,Hybrid-rpe
191,583.4336949,Hybrid-rpe
192,513.4087983,Hybrid-rpe
193,352.2657882,Hybrid-rpe
194,585.3110966,Hybrid-rpe
195,651.5882451,Hybrid-rpe
196,443.6879132,Hybrid-rpe
197,485.6806002,Hybrid-rpe
198,439.1256704,Hybrid-rpe
199,594.3758193,Hybrid-rpe
200,574.1484827,Hybrid-rpe
201,425.7228089,Hybrid-rpe
1,516.156352,Hybrid-wm
2,477.7759109,Hybrid-wm
3,487.593916,Hybrid-wm
4,407.2336436,Hybrid-wm
5,468.2883112,Hybrid-wm
6,508.1091943,Hybrid-wm
7,300.8468666,Hybrid-wm
8,518.0614141,Hybrid-wm
9,467.109235,Hybrid-wm
10,506.0430979,Hybrid-wm
11,532.1232526,Hybrid-wm
12,368.4216975,Hybrid-wm
13,485.6797728,Hybrid-wm
14,471.5861189,Hybrid-wm
15,528.7849062,Hybrid-wm
16,522.089706,Hybrid-wm
17,409.1537009,Hybrid-wm
18,344.4900021,Hybrid-wm
19,448.2698413,Hybrid-wm
20,349.5459537,Hybrid-wm
21,260.0453443,Hybrid-wm
22,440.6115904,Hybrid-wm
23,506.2831366,Hybrid-wm
24,562.2201599,Hybrid-wm
25,510.9847801,Hybrid-wm
26,650.0028994,Hybrid-wm
27,498.7448673,Hybrid-wm
28,296.64025,Hybrid-wm
29,276.6064729,Hybrid-wm
30,572.5386105,Hybrid-wm
31,290.4001745,Hybrid-wm
32,495.4802391,Hybrid-wm
33,477.1399767,Hybrid-wm
34,573.5044479,Hybrid-wm
35,458.2114084,Hybrid-wm
36,576.4849977,Hybrid-wm
37,356.2475199,Hybrid-wm
38,488.6447901,Hybrid-wm
39,532.9919115,Hybrid-wm
40,443.0153906,Hybrid-wm
41,394.0121954,Hybrid-wm
42,346.5847816,Hybrid-wm
43,409.1517653,Hybrid-wm
44,509.5901704,Hybrid-wm
45,483.0816712,Hybrid-wm
46,417.3643256,Hybrid-wm
47,456.3908083,Hybrid-wm
48,561.3009066,Hybrid-wm
49,377.6004814,Hybrid-wm
50,416.0228422,Hybrid-wm
51,540.8466423,Hybrid-wm
52,380.5348153,Hybrid-wm
53,268.5677418,Hybrid-wm
54,571.4612521,Hybrid-wm
55,477.5664298,Hybrid-wm
56,387.905585,Hybrid-wm
57,493.1715489,Hybrid-wm
58,391.9378507,Hybrid-wm
59,392.6554184,Hybrid-wm
60,436.6572305,Hybrid-wm
61,401.926555,Hybrid-wm
62,639.9967743,Hybrid-wm
63,450.286127,Hybrid-wm
64,391.853396,Hybrid-wm
65,488.4320062,Hybrid-wm
66,452.2695801,Hybrid-wm
67,404.3766126,Hybrid-wm
68,327.2359545,Hybrid-wm
69,511.4022418,Hybrid-wm
70,396.8065499,Hybrid-wm
71,437.6775089,Hybrid-wm
72,401.3312125,Hybrid-wm
73,472.1230342,Hybrid-wm
74,505.3055768,Hybrid-wm
75,404.1261269,Hybrid-wm
76,494.0959815,Hybrid-wm
77,339.1591528,Hybrid-wm
78,403.6514799,Hybrid-wm
79,436.9562467,Hybrid-wm
80,393.5554734,Hybrid-wm
81,428.9061313,Hybrid-wm
82,450.5212675,Hybrid-wm
83,384.2739536,Hybrid-wm
84,472.246023,Hybrid-wm
85,430.0422758,Hybrid-wm
86,474.8370272,Hybrid-wm
87,366.9408202,Hybrid-wm
88,425.2068635,Hybrid-wm
89,375.6060218,Hybrid-wm
90,402.6603243,Hybrid-wm
91,408.3706118,Hybrid-wm
92,491.4367189,Hybrid-wm
93,321.9468749,Hybrid-wm
94,512.9915883,Hybrid-wm
95,235.128077,Hybrid-wm
96,561.2087918,Hybrid-wm
97,542.2087894,Hybrid-wm
98,412.694731,Hybrid-wm
99,521.9968058,Hybrid-wm
100,385.192945,Hybrid-wm
101,504.1742636,Hybrid-wm
102,415.535649,Hybrid-wm
103,523.8802405,Hybrid-wm
104,343.3083474,Hybrid-wm
105,345.3055119,Hybrid-wm
106,417.4755739,Hybrid-wm
107,388.6520712,Hybrid-wm
108,554.8064596,Hybrid-wm
109,648.9922581,Hybrid-wm
110,523.4925701,Hybrid-wm
111,458.7169241,Hybrid-wm
112,335.2157202,Hybrid-wm
113,503.6853434,Hybrid-wm
114,528.5092958,Hybrid-wm
115,441.6645413,Hybrid-wm
116,422.6473082,Hybrid-wm
117,602.8780996,Hybrid-wm
118,581.0292966,Hybrid-wm
119,380.9344679,Hybrid-wm
120,390.3289771,Hybrid-wm
121,576.858036,Hybrid-wm
122,446.3419617,Hybrid-wm
123,402.0112089,Hybrid-wm
124,488.3458812,Hybrid-wm
125,510.9410047,Hybrid-wm
126,636.0946066,Hybrid-wm
127,467.6186357,Hybrid-wm
128,644.2769493,Hybrid-wm
129,547.939031,Hybrid-wm
130,624.683147,Hybrid-wm
131,540.4424065,Hybrid-wm
132,676.2882541,Hybrid-wm
133,572.6583399,Hybrid-wm
134,613.1553531,Hybrid-wm
135,596.4935562,Hybrid-wm
136,467.1987248,Hybrid-wm
137,287.5186011,Hybrid-wm
138,553.7387474,Hybrid-wm
139,602.5433915,Hybrid-wm
140,368.427107,Hybrid-wm
141,392.1121546,Hybrid-wm
142,575.1728215,Hybrid-wm
143,529.0204037,Hybrid-wm
144,354.318238,Hybrid-wm
145,315.4811821,Hybrid-wm
146,541.6019948,Hybrid-wm
147,599.6575445,Hybrid-wm
148,408.4726559,Hybrid-wm
149,457.5113557,Hybrid-wm
150,627.4233166,Hybrid-wm
151,386.4138358,Hybrid-wm
152,579.2834828,Hybrid-wm
153,515.9309276,Hybrid-wm
154,546.1799939,Hybrid-wm
155,625.5223316,Hybrid-wm
156,280.5832356,Hybrid-wm
157,390.6948666,Hybrid-wm
158,408.3641505,Hybrid-wm
159,255.1569483,Hybrid-wm
160,514.9312836,Hybrid-wm
161,667.571539,Hybrid-wm
162,643.5469512,Hybrid-wm
163,455.900945,Hybrid-wm
164,525.5274595,Hybrid-wm
165,589.4618861,Hybrid-wm
166,485.9962069,Hybrid-wm
167,339.4340008,Hybrid-wm
168,497.8372656,Hybrid-wm
169,456.7299562,Hybrid-wm
170,563.1620468,Hybrid-wm
171,619.1212063,Hybrid-wm
172,444.8766228,Hybrid-wm
173,401.6534343,Hybrid-wm
174,632.2079016,Hybrid-wm
175,575.2420186,Hybrid-wm
176,507.5247867,Hybrid-wm
177,458.455796,Hybrid-wm
178,388.2752965,Hybrid-wm
179,588.3202186,Hybrid-wm
180,542.0370257,Hybrid-wm
181,602.6592628,Hybrid-wm
182,458.2580679,Hybrid-wm
183,650.9502779,Hybrid-wm
184,650.9879034,Hybrid-wm
185,559.5110413,Hybrid-wm
186,641.633692,Hybrid-wm
187,433.734603,Hybrid-wm
188,460.4245317,Hybrid-wm
189,365.0367623,Hybrid-wm
190,471.8098031,Hybrid-wm
191,584.8037649,Hybrid-wm
192,478.9277607,Hybrid-wm
193,341.3863216,Hybrid-wm
194,554.1446595,Hybrid-wm
195,652.2441624,Hybrid-wm
196,414.3235321,Hybrid-wm
197,471.7177978,Hybrid-wm
198,405.8530638,Hybrid-wm
199,597.0651232,Hybrid-wm
200,559.7419486,Hybrid-wm
201,405.5966522,Hybrid-wm
1,522.9909,Hybrid-lwm
2,503.019959,Hybrid-lwm
3,539.0665447,Hybrid-lwm
4,445.1168403,Hybrid-lwm
5,475.8931911,Hybrid-lwm
6,525.6433765,Hybrid-lwm
7,371.5108263,Hybrid-lwm
8,524.7988337,Hybrid-lwm
9,470.6401437,Hybrid-lwm
10,542.2813309,Hybrid-lwm
11,551.4827659,Hybrid-lwm
12,420.8209212,Hybrid-lwm
13,504.6426806,Hybrid-lwm
14,507.4563482,Hybrid-lwm
15,541.9442425,Hybrid-lwm
16,541.9095368,Hybrid-lwm
17,439.0157531,Hybrid-lwm
18,369.2230155,Hybrid-lwm
19,456.4834855,Hybrid-lwm
20,356.9632517,Hybrid-lwm
21,308.0290724,Hybrid-lwm
22,455.2388831,Hybrid-lwm
23,519.5087652,Hybrid-lwm
24,558.4778235,Hybrid-lwm
25,520.1186557,Hybrid-lwm
26,655.4727856,Hybrid-lwm
27,518.2300005,Hybrid-lwm
28,315.0595021,Hybrid-lwm
29,294.3488851,Hybrid-lwm
30,571.4611168,Hybrid-lwm
31,362.315995,Hybrid-lwm
32,496.0576099,Hybrid-lwm
33,485.1009673,Hybrid-lwm
34,576.5668637,Hybrid-lwm
35,469.2984411,Hybrid-lwm
36,580.0618218,Hybrid-lwm
37,405.6381933,Hybrid-lwm
38,494.498875,Hybrid-lwm
39,566.7661802,Hybrid-lwm
40,476.0872308,Hybrid-lwm
41,434.2531652,Hybrid-lwm
42,373.4279212,Hybrid-lwm
43,453.3183756,Hybrid-lwm
44,532.3618334,Hybrid-lwm
45,496.5829698,Hybrid-lwm
46,449.001005,Hybrid-lwm
47,477.7349467,Hybrid-lwm
48,601.0761931,Hybrid-lwm
49,399.6418916,Hybrid-lwm
50,455.9730375,Hybrid-lwm
51,550.0636974,Hybrid-lwm
52,416.2239886,Hybrid-lwm
53,306.1361089,Hybrid-lwm
54,582.2507678,Hybrid-lwm
55,491.8637961,Hybrid-lwm
56,431.214381,Hybrid-lwm
57,511.6906428,Hybrid-lwm
58,426.4077865,Hybrid-lwm
59,427.5539671,Hybrid-lwm
60,484.7535053,Hybrid-lwm
61,463.1853533,Hybrid-lwm
62,640.5989378,Hybrid-lwm
63,493.9112687,Hybrid-lwm
64,438.9061059,Hybrid-lwm
65,526.8992257,Hybrid-lwm
66,456.9671945,Hybrid-lwm
67,454.6454597,Hybrid-lwm
68,355.3650022,Hybrid-lwm
69,520.8321383,Hybrid-lwm
70,398.1538451,Hybrid-lwm
71,458.4043087,Hybrid-lwm
72,412.9342941,Hybrid-lwm
73,480.56872,Hybrid-lwm
74,508.4873627,Hybrid-lwm
75,414.97615,Hybrid-lwm
76,497.2882031,Hybrid-lwm
77,391.1889045,Hybrid-lwm
78,414.6147857,Hybrid-lwm
79,459.2217518,Hybrid-lwm
80,458.0818514,Hybrid-lwm
81,437.8885112,Hybrid-lwm
82,490.5289036,Hybrid-lwm
83,432.8049796,Hybrid-lwm
84,493.9465355,Hybrid-lwm
85,439.1167471,Hybrid-lwm
86,480.5253674,Hybrid-lwm
87,393.6963869,Hybrid-lwm
88,441.0583444,Hybrid-lwm
89,407.3135763,Hybrid-lwm
90,431.3407727,Hybrid-lwm
91,419.1564789,Hybrid-lwm
92,495.1376263,Hybrid-lwm
93,385.6794591,Hybrid-lwm
94,533.1813941,Hybrid-lwm
95,311.5588803,Hybrid-lwm
96,587.6220512,Hybrid-lwm
97,545.5463671,Hybrid-lwm
98,439.9601816,Hybrid-lwm
99,532.3294534,Hybrid-lwm
100,430.9046073,Hybrid-lwm
101,523.1025155,Hybrid-lwm
102,425.585313,Hybrid-lwm
103,543.0482572,Hybrid-lwm
104,354.1241515,Hybrid-lwm
105,384.892231,Hybrid-lwm
106,468.507771,Hybrid-lwm
107,433.3835199,Hybrid-lwm
108,561.4773762,Hybrid-lwm
109,648.2226221,Hybrid-lwm
110,519.6041759,Hybrid-lwm
111,465.2439365,Hybrid-lwm
112,391.7480859,Hybrid-lwm
113,512.4643244,Hybrid-lwm
114,545.2100734,Hybrid-lwm
115,457.6320793,Hybrid-lwm
116,469.5622757,Hybrid-lwm
117,603.6152426,Hybrid-lwm
118,584.0550747,Hybrid-lwm
119,415.5484957,Hybrid-lwm
120,465.9368726,Hybrid-lwm
121,577.1546955,Hybrid-lwm
122,475.741479,Hybrid-lwm
123,431.1755872,Hybrid-lwm
124,515.5533467,Hybrid-lwm
125,515.8489974,Hybrid-lwm
126,635.5410216,Hybrid-lwm
127,490.9024382,Hybrid-lwm
128,647.8066141,Hybrid-lwm
129,556.5298276,Hybrid-lwm
130,626.5023095,Hybrid-lwm
131,558.428189,Hybrid-lwm
132,677.5080547,Hybrid-lwm
133,571.3239377,Hybrid-lwm
134,619.0691289,Hybrid-lwm
135,601.4872403,Hybrid-lwm
136,485.6631989,Hybrid-lwm
137,382.7785938,Hybrid-lwm
138,553.7137165,Hybrid-lwm
139,610.1513158,Hybrid-lwm
140,385.1506449,Hybrid-lwm
141,419.5119111,Hybrid-lwm
142,584.0171032,Hybrid-lwm
143,537.4481825,Hybrid-lwm
144,422.1775957,Hybrid-lwm
145,344.7111177,Hybrid-lwm
146,544.5852276,Hybrid-lwm
147,599.297371,Hybrid-lwm
148,438.4013264,Hybrid-lwm
149,499.6295847,Hybrid-lwm
150,630.3072922,Hybrid-lwm
151,426.7219998,Hybrid-lwm
152,582.1448618,Hybrid-lwm
153,529.4188097,Hybrid-lwm
154,562.4000966,Hybrid-lwm
155,624.1355436,Hybrid-lwm
156,384.7689478,Hybrid-lwm
157,434.7150256,Hybrid-lwm
158,430.2220324,Hybrid-lwm
159,252.2485234,Hybrid-lwm
160,525.1054868,Hybrid-lwm
161,665.3166494,Hybrid-lwm
162,644.7154339,Hybrid-lwm
163,462.4888892,Hybrid-lwm
164,534.4679519,Hybrid-lwm
165,596.0433197,Hybrid-lwm
166,494.9923287,Hybrid-lwm
167,404.2134615,Hybrid-lwm
168,519.9645791,Hybrid-lwm
169,476.6760017,Hybrid-lwm
170,560.4803885,Hybrid-lwm
171,620.7243509,Hybrid-lwm
172,456.8930807,Hybrid-lwm
173,448.2952371,Hybrid-lwm
174,631.1349158,Hybrid-lwm
175,574.9734848,Hybrid-lwm
176,513.2827399,Hybrid-lwm
177,465.0247069,Hybrid-lwm
178,393.894835,Hybrid-lwm
179,588.1603258,Hybrid-lwm
180,550.8211684,Hybrid-lwm
181,601.1208233,Hybrid-lwm
182,460.2359417,Hybrid-lwm
183,649.4793032,Hybrid-lwm
184,647.2732641,Hybrid-lwm
185,555.9744287,Hybrid-lwm
186,639.0568404,Hybrid-lwm
187,482.3612937,Hybrid-lwm
188,472.9302472,Hybrid-lwm
189,370.5703881,Hybrid-lwm
190,481.4851462,Hybrid-lwm
191,582.7265578,Hybrid-lwm
192,491.3065087,Hybrid-lwm
193,348.752691,Hybrid-lwm
194,560.2834796,Hybrid-lwm
195,648.9759189,Hybrid-lwm
196,439.7351388,Hybrid-lwm
197,485.4269038,Hybrid-lwm
198,438.7775749,Hybrid-lwm
199,594.2396344,Hybrid-lwm
200,574.2127449,Hybrid-lwm
201,424.7214547,Hybrid-lwm
