id;inverse_temperature;reward_learning_rate;eligibility_trace_decay;mixing_weight_working_memory;choice_stickiness;response_stickiness
1;3.1266735335816;0.90384711915255;0.872595351642788;0.551659987655304;0.197389971847581;0.0245176739307929
2;0.347805799962093;0.296296269820879;0.59989984984479;0.405415636122848;0.51543060451235;0.0619539411152043
3;3.47914716640999;0.929670662831642;0.666736808433926;0.923844764478024;0.0191569404158555;-0.00060750805561433
4;2.64684218841473;0.666454420013528;0.685498639028891;0.569933604146583;0.450066790881192;0.105169197912593
5;2.2467032965499;0.968143922089356;0.412159303402104;0.875014854646391;0.234730978743872;0.0649899711058301
6;2.63620467306811;0.891694168731136;0.527397307406475;0.832298470126327;0.461961525404732;-0.0137284370975506
7;4.32089140801604;0.921554967158742;0.452683817069236;0.923894655042355;0.0121387827656469;0.030142282262129
8;2.79794108902365;0.971210900755624;0.366891214754046;0.889367680980065;0.112056915126602;0.0193202077294836
9;1.25847104177542;0.378083915270891;0.544412755053978;0.712556180227572;-0.142048967422637;-0.206821769023212
10;3.1677553424845;0.935746050821199;0.428648345257484;0.848212781362204;0.104675088136108;-0.00201517099218539
11;2.5419566890818;0.925751629318503;0.512896739895344;0.344251211596508;0.89449012618968;0.0490092915387439
12;2.018084021069;0.952645692482996;0.465040220763053;0.775051909915434;0.536834257582432;0.0939170366345795
13;1.28077549921971;0.955340579782916;0.767462912658029;0.737035395393404;0.191904907456654;0.0452701714393348
14;2.39006470671586;0.769777129588164;0.685434471089768;0.812051710857431;-0.0105305504582637;0.0390117790178771
15;0.812736629065438;0.859867343369263;0.565843064353083;0.849246468077972;0.193981838732783;0.201177996098792
16;3.21885862832446;0.954196927716575;0.562761869133685;0.92714862786566;0.106612282035439;0.0189892559494422
17;1.83311646058574;0.852186020313243;0.479299260176449;0.837852964801479;-0.209125968069263;-0.0533143249325637
18;1.51138219346495;0.890905546145471;0.652528660498032;0.603967543962312;0.133521037716005;0.098043467750537
19;1.05929700769146;0.089112409369258;0.439927392760053;0.505469399961925;0.0539664109702835;1.42664424512663
20;3.08131648171495;0.92804419327726;0.695679395810835;0.811856134873704;0.197695766195391;-0.000368782766564713
21;2.49494739993662;0.885543103638558;0.771271372875632;0.780111647440724;0.526039379004544;0.0895327646576233
22;2.65933861105386;0.73395407672697;0.354435087664395;0.620930806104829;0.0672969049568746;0.0240545902294242
23;3.77341899130816;0.950768477272676;0.725696795612792;0.892654343287968;0.110929996177956;0.0675902979835687
24;4.9999999470285;0.056310701077151;0.186468735830802;0.0802936575214342;0.179134995649325;-0.0155025525237883
