id;inverse_temperature;learning_rate;eligibility_trace_decay;mixing_weight_low_effort;mixing_weight_high_effort_0;mixing_weight_high_effort_1
subject83;2.93998224857692;0.738747287554238;0.745520716658268;0.638580127021643;0.174411173962348;0.458194571899973
subject84;1.67620412995695;0.790838869910422;0.338660988814203;0.14620123504021;2.66509194114432e-08;4.57687719861291e-08
subject85;2.59142115935937;0.323297400253576;3.70398147526914e-08;0.89087993042808;0.0783649729385246;0.459734347310846
subject86;3.39903906888565;0.00960400525789599;0.999998259368759;3.41190771126015e-07;1.83569439278183e-07;0.0627649534358709
subject87;4.20444272545843;0.381200677942304;0.839384657899899;0.949109310480931;0.215669020849388;0.999999676291617
subject88;4.9755003747627;7.52199500522076e-09;0.395895357707107;0.999999956378538;0.111488986685809;0.680849097098344
subject89;5.03703031029463;0.478434674441071;0.0823417485889374;0.581281750774103;0.369064658273623;0.502555099257664
subject90;5.03332778779761;0.0866723294281559;2.42665931297689e-07;0.0706143661002594;0.348651267444955;0.152541961265395
subject91;6.10171358474341;0.782841701174418;0.999999997149994;0.999999997437262;0.613471424187391;0.999999997512512
subject93;7.87472823911877;0.0500888818677775;1.66272168218159e-07;0.567043900392377;0.276175816474653;0.483886175334286
subject94;9.18913579155584;0.0712308254446423;4.50831220974413e-07;0.698854119913335;0.220013232767398;0.771932428495938
subject95;3.79825050405368;0.592893390381316;0.0741020909192402;0.400919068121277;0.301193074802251;0.550072539249523
subject96;2.98966515443235;0.10207339009588;1.75652321736638e-07;0.984217756803979;0.0266756120215903;0.688849941241585
subject97;4.3636267570307;0.706541601020249;0.999999997165109;0.0295285188076213;0.339428482838256;0.0614736128126606
subject98;5.65281322863791;0.766707769575879;0.999999996606941;0.437532229271952;0.297329657560414;0.394912564861713
subject99;6.59956486963364;0.62472021875156;0.11207003621468;0.671121948630071;0.565878322910489;0.844343337552833
subject100;2.99192863344089;0.241089478660716;0.605575156516292;0.277903654972873;0.00344944883012216;1.54443019324737e-09
subject101;6.42665917085044;0.0617405788334345;5.54429742181534e-08;0.839565029389794;0.278730567147144;0.697519224344694
