id;inverse_temperature;learning_rate;eligibility_trace_decay;mixing_weight_low_effort;mixing_weight_high_effort_0;mixing_weight_high_effort_1;fai_decay_wm
subject53;8.53361415683205;0.775359197829086;0.999999901714235;0.791688682553703;0.999999818890276;0.999999974431973;0.290686505244579
subject54;6.80382788756538;0.0333042776085387;0.0859786277023542;0.999999977518682;0.370470971524045;0.555960362983505;0.100995901434514
subject55;8.12501112715933;0.196041914210956;1.01785055154717e-07;0.999999976272636;0.0358859585952644;0.999999991763278;0.23894830516718
subject56;12.5200476719006;0.660766323134024;1.72384692326499e-06;0.816496613436527;0.938203151168541;0.981574516953682;0.0535698836236726
subject57;6.30312326929229;0.12618301291141;0.0672191516685211;0.153167332598124;3.78160977051393e-08;0.478374513988747;0.511024321688584
subject58;7.55530324972373;0.0716984844954855;0.563695735537404;0.133142037337019;0.0694825350215677;0.186621541071378;0.530615600107133
subject59;5.67166139729455;0.987923292657954;0.726940089034458;0.590621657776184;0.582475946822516;0.523300579637648;0.455519606916668
subject60;3.50025043418016;0.0279900265026245;0.999999682243523;0.470504627560741;0.500807326865646;0.0901713777236349;0.687567470562718
subject61;3.49871341868333;0.0778359188012592;5.55391364285503e-09;1.72009798346424e-09;0.0781206345287445;0.00884572337312473;0.501830753118734
subject62;4.33852060364417;0.942659142473454;0.234364943481991;0.371008059448789;0.601577006754544;0.376299774984256;0.501903269469572
subject63;8.21703530349874;0.143500464850455;0.561800689199444;0.593621066703229;0.135206467546695;0.539398833346832;0.431466484548061
subject64;10.3601145968128;0.0385407085603732;6.61438159391934e-08;0.820546233250532;0.0646315450985991;0.999999989787995;0.256576447527365
subject66;6.8283773584473;0.557164624690561;0.445681134057225;0.850053864078711;0.421076195927436;0.904248783140692;0.221980490426362
subject67;6.05787375478821;0.333747796600147;0.999999782015427;0.390327555986385;0.898575175203133;0.636734316564669;0.646848008428423
subject68;4.86832136212939;0.0615082724072922;0.767053234853746;0.532262314275827;0.0844264097732554;0.999999614956322;0.267156273724071
subject69;4.38737138423634;0.0539826173298061;5.914264933111e-09;1.83927346846629e-09;4.54623000384263e-09;6.69554369278552e-09;0.499999913385704
subject70;2.42650844877263;0.351212419788367;0.999999960248538;0.241477661633962;0.043659305295336;0.84324113184448;0.70899478361127
subject71;3.36160443321613;5.92029372848291e-06;0.0172451276002136;0.910813707518978;0.0894322773315902;0.905981344272013;0.211883869172441
subject72;10.8537686453707;0.225261905517583;0.0555185567459714;0.571198433503763;0.305675475151038;0.492135627420553;0.12582710655543
subject73;8.70919751853816;0.725137563151191;0.679782900041293;0.729203208828164;0.483006868037223;0.743433509885868;0.212177582109585
subject74;5.63514672100813;0.999999924738389;0.0146135057657603;0.999999988759377;0.88375491710783;0.999999972756071;0.352631239524062
subject75;2.59461085991648;0.295193616081738;8.38882638784872e-09;0.256894934852828;0.337809667745922;0.810735662202309;0.560443375078847
subject76;13.6112402396699;0.999999992228736;0.111811157161522;0.824890008748717;0.804831504371203;0.857038661192375;0.152615723649315
subject77;5.41898948695361;0.272921407068335;0.763143328300727;0.297374348215131;0.148329802815825;0.00168449622651661;0.0928154743735792
subject78;2.32939303529003;0.345972210751993;0.99999999244214;0.357977632899746;0.822784299846289;2.27608970482891e-08;0.597652085701866
subject79;4.99374887920442;0.559630224953085;0.187837238400333;0.252097760902245;0.0794435503602559;0.409000424437947;0.259004151287354
subject80;6.52660224560908;0.64850729989462;2.21024502263919e-08;0.479642699340002;0.398454513897469;0.493649564298994;0.204803508805733
subject81;6.50257573351753;0.357341336048545;0.0237270174529009;0.582079690419125;0.0479988761179632;0.737807859898921;0.06492978651179
subject82;4.12750025062684;0.927914638531347;0.37998724604763;0.969635152953507;0.356697237011495;0.74354827562831;0.0450631871328487
subject83;3.91737309955907;0.801644968850665;0.818880127217465;0.816590184834326;0.6227673121163;0.353659139777957;0.56191644484955
subject84;1.82458353219655;0.782875592215036;0.323590310580541;0.303332528626634;3.06210963748202e-07;0.110985778965138;0.463962166453756
subject85;2.75154575802096;0.329315265734735;3.64331491481709e-08;0.915023204358947;0.0725217246539847;0.443263428953608;0.0553937396464657
subject86;3.38910088051406;0.00981899907091834;0.999999558905695;6.96513749354616e-07;2.78683548608179e-08;0.142712109630181;0.51742415466189
subject87;6.45470473060309;0.200700552310244;0.848981668545664;0.888842273704563;0.271629706517024;0.999999982550948;0.209234993258596
subject88;8.01379431536437;9.69787584074341e-06;0.000697751215522428;0.999999987893729;4.44988882436902e-07;0.73346323245424;0.292234542689536
subject89;7.01463764681883;0.466623749382469;0.312531093667433;0.736253406739951;0.323609734843645;0.735718322289019;0.456903189257593
subject90;5.29702888219984;0.0904687441629523;1.69216489113434e-07;0.203812442957402;0.500711364033963;0.334527261287107;0.371212979813686
subject91;11.8290744127782;0.0128352484962152;0.999687544324566;0.999994375651297;0.407631192306288;0.999967007814427;0.190893287602269
subject93;9.48249110046625;0.0534757391755078;2.6007699516091e-07;0.608056368341584;0.27985736261896;0.625165371135241;0.0793203638756972
subject94;10.7810911898308;0.069068022978072;6.02781333098221e-07;0.685702398584396;0.217143027995052;0.825201736649108;0.0283420636285725
subject95;4.29936689976122;0.585299006294807;0.0291488575299002;0.485753592334875;0.387419146550032;0.626787784917235;0.162883373750503
subject96;3.99954939721927;0.10167102516787;4.38304270435407e-08;0.999999947263291;0.0204272016397178;0.651848994670984;0.169530461350477
subject97;5.94714542526318;0.682580532256862;0.999999997453518;0.500692582313114;0.585820653784881;0.3061582841849;0.587819084604895
subject98;7.02784555670921;0.801075091131285;0.999999974232232;0.502155692519443;0.495267345081528;0.385468013067438;0.453594144071665
subject99;14.3631957770304;0.0564036217468002;1.27761048283177e-08;0.537550179375969;0.427036994842699;0.68987588649473;0.317953690756842
subject100;3.01429945634387;0.267881842542057;0.644319578616335;0.317930409285075;0.0797078659263036;8.14902578676892e-09;0.421423678429098
subject101;7.03497894240316;0.0649297471161847;1.66278893069673e-07;0.784155759570603;0.259964073285026;0.670565369265914;0.00857478586654237
