id;inverse_temperature;reward_learning_rate;eligibility_trace_decay;low_mixing_weight;high_mixing_weight;choice_stickiness;response_stickiness
1;0.773687776686826;0.872446408625115;0.452108459832901;0.731324106170287;0.727720820861328;1.10338322154477;-0.279206985397901
2;0.346948079611344;0.867620352672012;0.488861545813795;0.881219889588161;0.409295533230493;0.0672712629138617;0.865828779041861
3;0.519566530084207;0.849546797803564;0.566570449154223;0.4110483935622;0.90658182638138;-1.32570008309407;-0.498724205060197
4;0.412330106401462;0.880522635860839;0.165675178756011;0.374602937206063;0.930194563530512;-1.8620012455913;-0.247912651897251
5;0.0732289942418157;0.455096430760425;0.501764731539055;0.489613856232993;0.499642381986872;0.294838632974976;0.0228283133209002
6;0.585422125463568;0.615091622950168;0.471758191561034;0.656810854567237;0.348406989836607;0.180693328443598;-0.170554247214327
7;0.626842174503821;0.924380204445851;0.582430405392801;0.814907823901454;0.828881841689027;-0.133817104524383;-0.281770590253527
8;0.265615594952546;0.898309221307026;0.623222780323081;0.50762614489411;0.843108877848005;0.152574310571641;-1.49990576867884
9;2.19341481303444;0.075882965906046;0.258795825750525;0.267917172377331;0.387588909919321;0.628493631296394;0.286962882060626
10;0.267119053948774;0.93722387243122;0.551626688482322;0.775697353857826;0.918843877391426;-0.583183778705071;-0.464956543309207
11;0.699139866821447;0.930890970264496;0.577961559910258;0.884122409917847;0.854470724120419;1.00565123518153;-0.138310236349332
12;0.271795876082249;0.939767012307063;0.463841739344969;0.719934809235932;0.85420032174138;0.519617874736631;-1.60119675484497
13;0.540419182326735;0.0532271285688101;0.49091837045222;0.281887937425416;0.515793027304851;-0.134376395475995;-0.512374388625884
14;0.254728902862454;0.535740227907;0.717362988728067;0.611729918602129;0.169838301197415;-0.189335737471489;-0.708923961452457
15;0.572564643036926;0.764169621283405;0.351574153524587;0.715951968576868;0.875757415947794;1.22458497410448;-0.961798397580456
16;1.05029627387545;0.851398013322455;0.679330471660889;0.602078726566853;0.734318268349282;0.28103882976837;-0.127531515365407
17;0.467569035541411;0.874925210784404;0.678626991596559;0.854477052053951;0.672211371754784;0.692968987791732;-0.567328394238971
18;0.226468753396726;0.856860746042676;0.407933405933483;0.221732596952994;0.918763026031177;0.868258888905439;-0.121491063039797
19;0.195640737046896;0.672962055112893;0.418722887600782;0.217173545180634;0.828486922018152;-0.464096949675254;-0.700796412658175
20;0.513376148036426;0.94470963908946;0.65276531683297;0.872997018137946;0.90483095782946;-0.184290814316155;-0.328740441573387
21;0.396215326678409;0.825259692075308;0.509425102659309;0.762305633172399;0.798270751164799;1.82707628826662;0.163084645740635
22;0.513429083655912;0.0923907551616562;0.650341623245469;0.257774058979639;0.560584327751152;0.131457413982044;-1.35509305459734
23;0.391677178212793;0.915664238413147;0.740178287455871;0.766963687707229;0.790241654373771;1.14925305191362;-0.830884656154611
24;0.626589071498355;0.408031379705217;0.560099390381515;0.495538407495509;0.601389871135093;1.04594256401906;0.0188203370009772
25;0.429736531703978;0.893167037530365;0.616615293825264;0.436998872172506;0.670134425797827;1.72763250873389;-0.132550335952409
26;0.438745929470623;0.272276099907735;0.278303594758895;0.23459372508002;0.738266325522744;0.534414651969979;-1.56343952177386
27;0.521827060344571;0.917051948381135;0.470242563483393;0.89566770608665;0.911879054992261;0.453130902582813;-0.367491956615879
28;0.453451797692432;0.614986536615539;0.256589303365517;0.407434567737329;0.899995123806638;0.522291547608059;-0.408622646871084
29;0.565448871648319;0.0388197317536552;0.485457341945918;0.248736537345219;0.514895850069338;-0.313126052225816;-0.994724020948623
30;0.457995858990197;0.943198901971557;0.601477078183361;0.867753156003447;0.879956271220071;0.367573902443066;0.303273603172374
31;0.621151937799672;0.497601629482378;0.278826253254372;0.506289854226009;0.877819301450556;0.454418790695424;0.269129243660859
32;0.609088398441149;0.012719475339268;0.423198587959238;0.226486009073529;0.611872055260677;-0.803972028279359;-1.23687463027649
33;0.547137799528146;0.911144690145936;0.500677504251537;0.891012056941768;0.856630411853675;0.9927969256255;-0.46832534589919
34;0.507607661783124;0.867907898657963;0.646392420302706;0.880653674113456;0.878784326583803;1.63556536929413;0.131391304124465
35;0.26608744100469;0.626245945061496;0.748147760340078;0.692113586966255;0.386668483210982;-0.278335822310369;-1.81540155629942
36;0.705810107115532;0.833761465030941;0.794017155787169;0.743532441516009;0.812599952468842;-0.0511868364820003;0.337826169110449
37;0.653578443612245;0.909601318297565;0.658016020676581;0.572021894750267;0.721958299724957;1.85476953097492;-0.254347894390221
38;0.381451190707233;0.883397321835406;0.433542346986022;0.536112024528469;0.920972466987902;0.277596220884527;-0.551794401764561
39;0.232364666888181;0.873866081783356;0.578900824664311;0.567568561226909;0.874692784281224;0.336000676139181;0.634262690389203
40;0.160177926976523;0.38053471798532;0.359389324339624;0.167616239292476;0.80971044660306;0.159586352791324;-0.674684974681736
41;0.920976958542941;0.949724462740757;0.541801301760271;0.857757250659387;0.884332471905387;-0.602893733267736;-0.0203268651087189
42;0.31028963859468;0.93502259286604;0.805523845479031;0.492556456425834;0.861384162053958;-0.00378184389997126;-0.023094568281198
43;0.577938344406684;0.962016710841421;0.416502122689136;0.714136419076168;0.918082900860038;0.628790841622063;-0.0555210886136746
44;0.827186022320317;0.85591134422084;0.742261128149731;0.498916370884577;0.863933888756425;-0.51832604357939;-0.0949201010817783
45;0.595899454029468;0.647927285047843;0.225467096511455;0.526945134962576;0.777025755180477;0.154152036984865;-0.0661787956786539
46;0.420081964896691;0.866207426681917;0.750814853714387;0.513328109492379;0.789267853144214;0.440798989424323;-0.157045063635032
47;0.436428124399392;0.854554044172342;0.473471308383793;0.640593734134255;0.878653712194324;-0.108950741101487;0.160669130606136
48;0.479770048772651;0.636325447136257;0.339240499982363;0.69510622623569;0.755649279609751;0.390730593936036;0.395628603287816
49;0.835895516769917;0.0350298154204871;0.824209409764462;0.27745631232786;0.122366071825024;1.43412883308413;0.0738704478253239
50;0.223180831754628;0.681333105780207;0.489254532107591;0.676890382419632;0.691721069959665;1.690622943006;-0.830101384124136
51;0.68786490832307;0.762454936595375;0.21139996109663;0.624367684498827;0.833828000052567;0.117192632653753;0.158474857710469
52;0.444456728096411;0.933435930563336;0.742169441613341;0.7587124073508;0.819778174678855;-0.148840863308441;-0.195875657089217
53;0.29177427725667;0.776673059346072;0.329929038012072;0.74532126044516;0.777694549519678;0.518579663567688;-0.584795381919514
54;0.488020171257273;0.896597353208208;0.609543101057544;0.722904717890699;0.891068710416167;0.878128054554783;-0.11531832169535
55;0.585231289204727;0.0557372223302627;0.619033243865127;0.457747828820086;0.223447732252075;0.149734929038261;-1.71662978210236
56;0.294908994452069;0.772431059277936;0.494955769089077;0.604849674982234;0.855863454527939;0.552263990173814;-1.69450020895697
57;0.448315798906835;0.0142617691551897;0.422486228805391;0.510888490271266;0.322933448313883;-0.137145510097966;-1.16210731464372
58;0.383047401246774;0.84122953052266;0.471924617116315;0.588523996838668;0.812951798594307;0.572825585160672;0.121793953606392
59;0.501996761591885;0.0479844397469949;0.469384891866153;0.286509331420127;0.491091767520615;0.60685509609346;-0.930202626026444
60;0.694595948490875;0.640875587736585;0.748692423840531;0.0943015160523887;0.211542998425044;0.0197316195014465;-0.125267499836073
61;0.36939797315261;0.520612963231237;0.604192106507973;0.624479278008683;0.70660820667001;-0.124529487883174;-0.0782390789579433
62;0.658445570158355;0.798343617754486;0.646529993717189;0.725088905238415;0.485610012574276;0.329469075901339;0.322482533637954
63;0.312520531845499;0.62949707782014;0.3696754610665;0.650230578504548;0.520180671718929;-1.04079017186629;-2.67485082514457
64;1.25297584492319;0.91415720475049;0.616327040557483;0.913445318080298;0.814151640806886;1.69541211165301;-0.146118437314775
65;0.67437724927947;0.814714450832556;0.556471606775511;0.655958948777314;0.671079174846529;0.687842974060148;0.327031862275407
66;0.60304374990978;0.932689431137282;0.65452428598914;0.723585401532277;0.913919007887144;0.509823753819808;0.506503924758243
67;0.407383874830393;0.0312999005734336;0.432218205870474;0.499329543211788;0.369740429991608;0.297653169824839;-0.921297686901095
68;0.602527899172313;0.784810826165393;0.403564147895574;0.624361751465858;0.909787360258772;0.275673779451749;0.148312420242788
69;0.465811545133559;0.891462209658919;0.707288596013273;0.842580827737413;0.566643121903436;0.461358785227394;-0.202713766365323
70;0.295860407062292;0.155631599617481;0.440914607782223;0.527496034814591;0.567048398814101;-0.526794768562702;-0.163972167305017
71;0.494521968775493;0.0474967912585859;0.512516115677768;0.48093439651481;0.363624961813399;0.8082773667462;-0.89420844400126
72;0.560603466823433;0.725277594515217;0.723117093493244;0.619375473135472;0.550030114888257;-0.388642824657777;-0.313201501056104
73;0.244074691520631;0.814618625175184;0.329843002332687;0.779079298988859;0.711329031614167;0.826259956094866;0.679502429432467
74;0.246475696342885;0.70085166597663;0.549976635872615;0.630629878447946;0.53696724511546;-0.39938594371851;-1.10586239371143
75;0.305523056371688;0.799609329011848;0.750856601409251;0.207693275632693;0.867931811317935;1.28079295266594;-0.549439988018888
76;0.439645632004573;0.133938800866556;0.129367134528891;0.0670704485382712;0.839832529127308;-0.248188418084252;-0.648243651753214
77;0.566902177419503;0.802540270809749;0.469801260104661;0.59755094642132;0.861539856675185;1.52527340111362;0.399880154731975
78;0.251339053161535;0.848200308835757;0.789707978670343;0.542057609588316;0.783867211755333;1.44894785090722;0.067985076292096
79;0.643543881713638;0.76918173191435;0.433779215039719;0.700061802261052;0.786165365847091;0.427806623889219;-1.10162788696454
80;0.185894067970009;0.3915441576087;0.570979232852542;0.467830345383849;0.569423615577534;0.516435500324682;-0.725181518021129
81;0.701582038450869;0.847971430660047;0.34612396672412;0.919631554238848;0.495602063962644;-0.333171641914032;0.0398922892446608
82;0.177581673871047;0.11400263920716;0.322488080384615;0.228525634727558;0.688353343942102;-0.544952172814825;0.0986845639959075
83;0.495963930130774;0.93661767081954;0.559179997969395;0.875334722650614;0.914075770833066;0.748563206521235;0.297555852944493
84;0.482177380185579;0.838577920458834;0.795563751702763;0.348360040508944;0.354275232894423;0.646853861709839;0.00774781199904732
85;0.489689353696184;0.926737030016986;0.395602449197505;0.776853574837979;0.755668640866148;0.421195042050886;-0.504642058967304
86;0.272491314407117;0.365097321040805;0.282705789327029;0.193541149301563;0.630405455057484;0.232272008909411;-0.00269324213350414
87;0.474921405682038;0.730853399259576;0.668676311590016;0.655109316920432;0.7111676066052;0.258912743084316;-0.791369657524072
88;0.371324915629007;0.883070804473656;0.698136308338672;0.505652211738168;0.863022964522446;1.15972461345671;0.0103890437028654
