id;inverse_temperature;reward_learning_rate;eligibility_trace_decay;low_mixing_weight_working_memory;high_mixing_weight_working_memory;fai_decay_wm;choice_stickiness;response_stickiness
1;0.860387882521064;0.840170807977801;0.438028840120257;0.662740004766557;0.636969593355664;0.0305344360030274;1.20601452208404;-0.256314468947203
2;0.628393569432165;0.625162026356655;0.458255348224064;0.907169002593171;0.492785782556413;0.683994953673162;0.126842969596255;0.553015012337234
3;1.3313084582296;0.00770346775460362;0.346363390428215;0.178420274561299;0.875750333618415;0.234466848730836;-0.71728691199605;-0.109363094929668
4;1.38974526787361;0.038176416353096;0.330448586981521;0.116259193261843;0.873740934907132;0.301419551734576;-0.782161095443733;-0.0111185969449222
5;0.125874094061859;0.344551061688334;0.49531085656512;0.679247689391245;0.481137597005981;0.63378369746409;0.445431252562087;0.0529241700564603
6;0.782285911623157;0.447626884586733;0.45015809278639;0.57574684576742;0.299781046161498;0.446055742003052;0.116091702182251;-0.179712178463049
7;1.21894448568861;0.0963351741727401;0.418018607796691;0.695699632446086;0.773129966511526;0.170670493088595;0.500554057460623;-0.197526099720473
8;0.730692473698398;0.0327272929144747;0.239354767564349;0.250838957053669;0.796817950179246;0.401176127140823;0.230671897824689;-0.780039991425009
9;2.27669629930562;0.0965367985769471;0.208402454197479;0.0772358974335405;0.135036757418238;0.0401195234749308;0.606426148283374;0.301697934957617
10;0.777432634254366;0.0102093965387853;0.384694344636861;0.434607066275289;0.822178113774571;0.620436615003815;0.00148212225043976;-0.208449890522511
11;0.959777333936637;0.118171283275312;0.50076511067592;0.746151365302904;0.837603771495221;0.0421612000378078;0.93881582679935;-0.0869095028426144
12;0.517267106165127;0.0560157893227933;0.375022136835434;0.537351368182853;0.775387118182581;0.456947248804704;0.110425799856198;-1.12463329065214
13;0.421901640587252;0.0965046887702526;0.364487653247054;0.172295862399451;0.385580976871222;0.372428893360812;-0.330455567550133;-0.583527189422451
14;0.27254698163837;0.54766135348665;0.731892363975469;0.446784507450459;0.213865490557975;0.45062670363262;-0.087765562312712;-0.724198022218626
15;0.90735425745118;0.0525889451866016;0.424265820318493;0.359249809018876;0.815924098715557;0.0455120158907811;1.14900458332771;-0.684966735490807
16;1.48743140001604;0.180469973244305;0.519347312433109;0.325124253102882;0.508745830768759;0.00343014126263005;0.217621677622424;-0.0271505013334384
17;0.940895902187336;0.489448137264924;0.639514678830255;0.830269821296363;0.764275763497677;0.47813114270772;0.87139046165556;-0.214464705471798
18;1.27782482819626;0.0617009935400745;0.163224268272518;0.0309700159269813;0.916752973295819;0.478516640140046;0.107947906939078;-0.0160962601149277
19;0.583987981138404;0.0197080082729097;0.455334508993489;0.0496137833040727;0.756801051637406;0.294569736019819;-0.235912927965784;-0.410232300985816
20;1.31156890585431;0.0328337873747099;0.500609274957944;0.654522509857906;0.881750340511566;0.471042464041776;0.0407295527225606;-0.0536749016746605
21;0.477963775181657;0.564749511663134;0.521714420597618;0.681536836193604;0.786279541494311;0.112039895690099;1.88624261239318;0.125039562045123
22;0.554174581800597;0.131613052713285;0.610806150377868;0.163898442856194;0.653293414098906;0.407499115307872;-0.094784476192662;-1.27321675740902
23;0.970905230841904;0.0402195459196534;0.240527800183401;0.248083988320164;0.853033958573824;0.253835986768979;0.712303508178278;-0.351772487180459
24;0.793650128185018;0.327158003533978;0.501801411405843;0.491621414658626;0.399563247619731;0.544690711257878;1.07477738528445;0.00722023760923621
25;0.652170443552082;0.14936802073796;0.56773471392388;0.47478073595052;0.528308296792773;0.129419010551098;1.48811937222879;-0.140699221275933
26;0.495395040828924;0.251906664981513;0.21140239112359;0.24908159935481;0.500313322739926;0.157600216773842;0.479870038068698;-1.50549668508422
27;1.04982707777884;0.0457554028132086;0.37607342221833;0.384988234490459;0.817690458618547;0.141196282124949;0.380026149158643;-0.159724046138379
28;0.808322055991618;0.116520303410596;0.569343751730695;0.344502899699197;0.795973860135869;0.242882950872536;0.365773090862791;-0.26610593168135
29;0.420647137263183;0.0775099305987424;0.428857928885921;0.13217124320122;0.0943201988186607;0.523521338400545;-0.318530324203869;-1.26576035684137
30;0.697282881765203;0.0988793305889896;0.322589917712518;0.730250146150882;0.764696752509829;0.0699401719655509;0.400278071768999;0.172631860483841
31;0.895350761499326;0.263045015859845;0.360093895377025;0.363376012171226;0.650938233681452;0.286644629231412;0.633304336634468;0.133461027095418
32;0.548573494374821;0.0151960165695399;0.437025076750774;0.0830319144605224;0.456797577187996;0.589803357783545;-0.722239199203955;-1.42342826397082
33;0.97712300359563;0.13611778517675;0.423207632990507;0.725332317844437;0.658507630824937;0.300027881583524;0.941539776181389;-0.271966528202335
34;0.91912544514634;0.102128371166572;0.346761816924686;0.528113780860787;0.850109352771074;0.317928186220648;1.43648259641416;0.131376268794386
35;0.345051084411585;0.474702795339057;0.659714341350618;0.714874805234353;0.566701461195123;0.66616333706541;0.133481464096045;-1.68319307738605
36;1.02089396452606;0.879074441747749;0.892119674716645;0.605659616860483;0.619279640438032;0.460865058302537;0.713649208122796;0.206144751222776
37;0.842590540748618;0.830026761795931;0.7756605584988;0.417775352565005;0.826657821375352;0.22968230126325;2.00694329086525;-0.169692661463106
38;0.87872085329467;0.0292527405036881;0.241393965787323;0.238012542673035;0.833900543935434;0.0770163219715486;0.15404785883958;-0.317805475818884
39;0.609099256238231;0.0230167857796887;0.23868621224888;0.161578923868206;0.797835691667864;0.161390744028999;0.309054304117382;0.379463128337746
40;0.647779385858961;0.00389953704842845;0.310881428767482;0.0224806779175039;0.796127270938483;0.531232055599601;0.0520044244610628;-0.411862774980633
41;1.19976498747171;0.233720806728029;0.502074195176596;0.7943865610947;0.889352877489802;0.0500417310616654;-0.300162420366401;0.0503867574223183
42;0.416263252065883;0.304816703217375;0.530130585618388;0.613207643482763;0.736816558228859;0.173886929197755;0.124901992081278;0.00417203062513035
43;0.949993957826956;0.383602328779127;0.234586946619522;0.570281535577049;0.791673776962663;0.140409367736507;0.848553887082387;-0.0497719683488244
44;1.03204277915452;0.867658706444844;0.606079218404342;0.632420270408638;0.748939430331628;0.272115310140175;0.194664845090933;-0.0701708857252885
45;0.673969996926377;0.597049863866772;0.178655693977443;0.523165891288474;0.6073284422508;0.247331978243834;0.294909690857587;-0.133032529179395
46;0.515988447067478;0.756346616734358;0.710594313186248;0.654398702181027;0.704586510373299;0.178039769589544;0.742443239954292;-0.104263707432925
47;0.793472587154601;0.129118408070824;0.479710929173996;0.441724649101405;0.911272373819713;0.252667047200347;-0.0520957436329064;0.0783006861338803
48;0.5674324148075;0.685950684799221;0.321630874079229;0.468567298395001;0.681459642937837;0.285876553960139;0.65881882162497;0.369192387137553
49;0.810347243224918;0.040259153406143;0.817664291214852;0.225303890018629;0.0529938419063502;0.547379898593677;1.5724609837154;0.101496692840577
50;0.286185510694543;0.505907751435868;0.587206748549699;0.506311620414656;0.692035788192447;0.509168569430049;1.73246571698889;-0.680741512091558
51;1.08497743759529;0.511382873304912;0.154692178523136;0.561949195998846;0.620257424702255;0.264249332699612;0.546084283773181;-0.00960663293076871
52;0.780624555556049;0.249893120718039;0.393831805599713;0.747356147711082;0.665322503651729;0.316003989348251;0.27498870842432;-0.179890414748444
53;0.581241078830878;0.0359909080455982;0.326276204541393;0.463032480383458;0.794773794238118;0.356883678215418;0.809137079740165;-0.395342486028324
54;0.924165339598961;0.0594949289033072;0.409427012619183;0.62882703552975;0.804009252312299;0.252977541921111;0.594481064110686;-0.0412880898756113
55;0.582909153422306;0.0748646539382022;0.61739487934881;0.308834939776617;0.284989654718879;0.52346593699495;0.182593216244851;-1.80453982202215
56;0.624267917838352;0.06558943475466;0.398121858792705;0.328373805765994;0.741362472416133;0.459431865432255;0.295611664732483;-1.04601118056628
57;0.180117521364199;0.373940302806206;0.451172241164258;0.157841711569495;0.571850619700863;0.539772797445557;-0.149454494876934;-1.96416433131595
58;0.706187648508845;0.369333449732562;0.428197948702071;0.614581293131296;0.610370528326946;0.594003153514762;0.816841068181178;0.0864853396994122
59;0.403549097936815;0.0944597413645638;0.44607176285261;0.432750396646553;0.242633237690283;0.525596900612137;0.614552674542811;-1.07557466999232
60;0.797742229335989;0.628638673132707;0.685907583669626;0.291987016125709;0.205406502438541;0.78347384965553;0.321723682768249;-0.160173463665338
61;0.511785940251667;0.246168682900554;0.503874674055821;0.27732934693121;0.531305279356006;0.211274652359338;-0.183952003111841;-0.0974088728621992
62;0.811209653409273;0.6681708015791;0.635644182988029;0.69471873443345;0.515258202493248;0.125924332831755;0.580785358912646;0.260342738524874
63;0.501425405802447;0.109070929470017;0.448302416719506;0.487939077875404;0.332935178569291;0.392743010613689;-0.755637540826748;-1.93020996207872
64;1.39880243911292;0.089469940124339;0.382433466021605;0.841419764687731;0.63402377464849;0.00082020848280273;1.56098727627269;-0.118156877323211
65;0.785744591049084;0.812074332658256;0.440762522351461;0.538635295968715;0.655575744660478;0.110601226177745;0.735033510790515;0.389137581157872
66;1.06339659305206;0.29300798862597;0.569622664358692;0.761084242899627;0.896122002527413;0.199350590184891;0.585802284916327;0.34866518358155
