id;inverse_temperature;reward_learning_rate;eligibility_trace_decay;mixing_weight_working_memory;choice_stickiness;response_stickiness
1;0.656174167075511;0.379623978746542;0.53340709919014;0.851578703947204;0.310897303097731;-0.754579969282399
2;0.201429720972222;0.499342728569326;0.373261557016226;0.29757722746781;0.114766246107089;-1.28622372556895
3;0.714540234887268;0.558264775786208;0.157302464833952;0.601665315806263;0.423948667517274;0.202679795683364
4;0.667504127173975;0.138194162484218;0.431295558370001;0.756491415823802;-0.479065230299619;-0.571830056313719
5;0.300298434193739;0.729816532673769;0.454961040613819;0.243711986761798;1.02006952099684;-0.382655233465484
6;0.400798262276731;0.761703180512206;0.654421096342944;0.447869705721285;0.438681450937057;0.181400215942642
7;0.942307403614803;0.145683223570241;0.315626892239025;0.0820377219853308;0.0319611692627774;2.29344548631245
8;0.401154025997186;0.523119888528936;0.521222372192003;0.624263258018768;0.707445236989302;-0.492624387822167
9;0.590375193515489;0.349673366712648;0.519062210605456;0.870261133113735;1.090164528979;-0.456134874755417
10;0.644101690297004;0.254599867811607;0.445218333894659;0.815651191634009;0.646665820577182;-0.0807263928355298
11;0.77344524486465;0.660846938341278;0.6469356186972;0.752135638704959;0.430319975431865;-0.00248145695051885
12;0.579516277089669;0.806550280770553;0.880588848598591;0.20068264088873;0.52999166056405;-0.400903394674525
13;0.888386521879746;0.130421492216245;0.47045399577357;0.669060005511663;-0.504697464205159;0.184156941040855
14;0.224965051427809;0.210795432874598;0.372001240915131;0.187650565138015;1.1150420036969;-0.734208098960424
15;0.50149349750183;0.0435564679692142;0.381878929975817;0.0793977506371919;-0.174818783132428;-1.53801456907874
16;0.486569207417477;0.817950043877197;0.854464952488859;0.173400442786495;0.541210683098781;0.0217856926641549
17;0.449140298813947;0.901866549423299;0.607972088563079;0.0725999296485888;0.221900279599935;0.299287033240209
18;0.35074609289312;0.831583441984467;0.563087360368001;0.536857453925998;0.250719008286809;0.0647097786954046
19;0.73251195198002;0.588576718761161;0.554347587668571;0.891915683492903;0.387662986109;0.423310802655003
20;0.285685532379182;0.0783609546247442;0.313722996481697;0.0819028368768072;0.153147027077607;0.537649591651304
21;0.563220063182081;0.0872635486550775;0.645873012601354;0.261289450343508;0.301524219605711;0.371469574090014
22;0.659697568941318;0.671063852481623;0.554356465941665;0.795415577424455;0.3843907328789;-0.199956608348092
23;0.824813398336932;0.87299326754298;0.824823770839235;0.511045926045548;-0.531353999374427;0.345728713733206
24;0.521663371335155;0.651223948769813;0.505277423388624;0.717775462239263;0.951123495354608;-0.315970568733336
25;0.621046203970863;0.76324817243624;0.719168348462464;0.170118688302929;-0.158077872291888;-0.52192211884847
26;0.457760276065541;0.42892913659891;0.351212453523758;0.720594282267578;0.11722385426484;0.288784830068904
27;0.272695296454568;0.666703520480765;0.727211477831629;0.306756086292387;0.921732792088605;-1.58877449453912
28;2.42758490663466;0.0644353480981081;0.730848223416793;0.0328012714930864;0.418343257982637;-0.121813450817726
29;1.05102680969368;0.439457857829478;0.474754223080735;0.898808916263293;0.0600174540486486;-0.256469486412403
30;0.516719650256162;0.408498023802303;0.444832302136132;0.191810794642906;1.07857517006974;-0.700469259199475
31;0.535783799057038;0.664943053271939;0.644522826100822;0.813375154533578;-0.787760218400311;0.0224623681951066
32;0.328046254249403;0.153073572474083;0.383902987581009;0.479089018024935;0.800999781488147;0.22662571107587
33;0.976560217410555;0.424494699650311;0.472120919175863;0.85470730953503;-0.447897060869786;-0.061053277262143
34;0.553555069041982;0.400470284709946;0.377999263547016;0.28376683087555;0.504718990821192;2.34635683305079
35;0.342299984768704;0.584356335109405;0.558369171682524;0.160269013908484;0.238217273414516;1.24091798195891
36;0.574430929901009;0.614225175589149;0.575519822367096;0.841036819927435;0.625860776296857;0.144356380389202
37;0.383097429567866;0.330347240647197;0.410559844364619;0.474925788111424;0.59027997146547;-1.10484426260571
38;0.361463053794975;0.850310144650468;0.62404544610135;0.51038183316694;1.62796016741306;0.476771929563211
39;0.360264634340099;0.17224842517645;0.482886519904887;0.174620237561952;-0.58027823464031;0.832465812958094
40;0.525766528173721;0.669690276656417;0.740095974027155;0.655991313525925;1.15349242991393;-0.238818556392155
41;0.157013229774471;0.311794104310419;0.395403276511645;0.30595980406817;0.0888468452096516;0.216785931176472
42;0.382109066204056;0.519968005988155;0.494486362006641;0.35407873403487;-0.174849066827436;-1.12227141599702
43;0.970054591854551;0.165428963213751;0.423727342957991;0.544702771887524;1.09376340218516;-0.213721002750121
44;0.537514073626025;0.844056006715334;0.539333538492329;0.406593976721981;1.246091450795;-0.490648473209058
45;0.659916150598885;0.854170238752509;0.858205812535652;0.39722589404469;0.15475297144551;0.0524103961999216
46;0.448528534894361;0.256748609546484;0.449039949238871;0.5515687576521;0.39537423320024;-0.519037503138503
47;0.422333122588994;0.0736560598791159;0.414821305788086;0.443391797890363;-0.773961962601754;-1.01586815850959
48;0.71400039265737;0.672855562342073;0.533220380629332;0.688296811711665;-0.0993187560035495;0.128833742821965
49;0.216479064002553;0.0889349938296172;0.43710936747124;0.47896632361823;0.233441349922317;-0.266468490726412
50;0.570099089946415;0.0665026644007184;0.369457788422775;0.258561629991295;1.02833689531339;-0.310325750862823
51;0.991884886415346;0.215377510567105;0.649510509766157;0.541941365560098;0.476439277060137;-0.138968639816337
52;0.537728558901336;0.904328797383622;0.861104489779942;0.509081326761852;-0.629366800467291;-0.0897588165250291
53;0.286021698098598;0.175988094362004;0.247723869933107;0.114514988656804;0.233534612469515;0.587371192560298
54;0.22505159167927;0.641250250418321;0.553964557928614;0.586070298554102;-0.415565076408623;0.54528362509808
55;0.502785389303992;0.864041078894479;0.745511671644886;0.466265534166858;0.0967638994806919;-0.569761786286582
56;0.578249799645635;0.653498427547031;0.674142738312606;0.329148969075354;0.908738708115841;0.129265865428375
57;0.490828343497274;0.517259583282659;0.527305505671734;0.863417700270752;0.322367739385802;-0.116388227799216
58;0.284005147756247;0.125911027900158;0.355593044988054;0.33753633253688;0.517114739515155;1.22194983713768
59;0.446504528577454;0.0833301132510034;0.336463579437463;0.0808551149113509;-0.336557589920142;1.46762963605457
60;0.463024157165896;0.703228489775245;0.770722822428477;0.195260514180929;1.30945634756455;-0.792524678186542
61;0.454332519936143;0.210296780405596;0.329876064731176;0.309874266134238;0.444162706327942;-1.37633758829081
62;0.94994544251329;0.559468164393974;0.732197488089537;0.73650115646605;0.258978879387706;-0.164237232409636
63;0.431580654396028;0.560747594752905;0.271953376190548;0.3204937880508;0.735148207804695;-0.329337523147814
64;0.55023413683237;0.186853459649872;0.564208394413718;0.154687084593329;-0.241601353957971;-0.923432599103411
65;0.502425977158434;0.0594699641003545;0.352061373784617;0.24824570060197;-0.331200130274253;1.4280759667023
66;0.223480308070807;0.794996146338822;0.48617745659748;0.465413940695382;0.240267693035061;0.322349424649134
67;0.651470023674943;0.189893481857472;0.323885913664359;0.697315932489082;0.513432043876711;-0.269455925418889
68;0.668130248773755;0.265654613000636;0.359575261935357;0.481838581415986;1.05722224453453;-0.797256190223448
69;0.404369606225374;0.394673530214707;0.210333285184417;0.170895207309917;1.12380863611218;-0.349975778016639
70;1.37031255105633;0.476114738196103;0.527681440791484;0.796342769290128;-0.533567766469069;0.107858256208881
71;0.498392392165344;0.0248506361420382;0.319644452271962;0.0566967456311645;0.122291195722821;1.58656391724961
72;0.402251376335944;0.470038819643513;0.259487285802285;0.285799335657059;-0.154996988200034;-1.2096905714502
73;0.307662569244327;0.224941595955492;0.274359783408254;0.284129973542166;-0.0625921651372981;-0.54359671806325
74;0.508165809318944;0.365495550837302;0.579166452991306;0.269925852439578;0.657728858995429;0.571525520709959
75;0.532333282414979;0.153695110056549;0.223034631636275;0.235331865738949;0.964859411858704;-0.662833832338956
76;0.654890546833377;0.4846504425973;0.327817107289853;0.403331036623023;0.397048663648078;0.0584619453595197
77;0.375147487632045;0.460448769590803;0.690922788122889;0.338132043322393;0.411653058479355;0.0161277971401994
78;0.55436724421217;0.280045234530544;0.365782426526;0.57768508977288;0.174096829512064;-1.16723960012322
79;0.413796747504627;0.407922291103701;0.271034155042622;0.292045166226375;0.272689593465857;-1.40167265448646
80;0.498015000639535;0.0981748995689599;0.429359334661713;0.351850925298985;1.2458372870896;0.955526786353337
81;0.815976699933578;0.508464248051133;0.486351943163273;0.890884413778043;-0.574028999725058;-0.491117305782554
82;0.381945557139391;0.581086097303609;0.337158871220987;0.598102601743272;-0.302607713350031;-0.0754013752146959
83;0.372077748819172;0.726978776007592;0.629387164572257;0.550186010225042;0.559677932821451;0.674621840472622
84;0.30398555280834;0.510050322918544;0.563853566478243;0.115462699678476;1.76360233683276;0.0360920254911068
85;0.838675414825723;0.490997812608828;0.589059266078086;0.822448010877372;-0.77430876989397;-0.364166877232073
86;0.609453588753315;0.0902226899744974;0.202129857820587;0.2240740636411;0.0764300089588947;-0.817147654254357
87;0.354637451354038;0.643498021579116;0.542409869738242;0.184049363534526;0.501964414063575;-1.2659243535446
88;0.242671143258802;0.416631538811129;0.55535480367639;0.193537426351523;0.140435855910569;-0.744420605840659
89;0.630261046753811;0.22954901102013;0.463265065443212;0.806178545568849;1.68570283532566;-0.120645957616729
90;0.300362504127373;0.640233978540332;0.708720581581955;0.610998141721136;0.0988334550792495;0.678193943763489
91;0.28384448812263;0.786496283786335;0.815833365093292;0.298133795257305;-0.123684123120931;-0.648793756676302
92;0.399422045450065;0.695178840259155;0.811475601797418;0.142750046833964;1.54321758856921;-0.340419778741748
93;0.525804179494459;0.359993356993895;0.521898087593019;0.672947144535218;-0.49501498981947;0.105884257853074
94;0.615298917439588;0.285907705983191;0.388741207634159;0.757315252756693;0.216361250718086;0.308900062556487
95;0.85332151793303;0.768735267802789;0.0771664339775288;0.0293180063097884;1.52235007006443;0.0995837169975149
96;0.452062129673756;0.776329430494271;0.449609738872063;0.609884292567379;1.16149103308807;0.462516066288113
97;0.350670473038198;0.580698700126714;0.597695238129408;0.0974464617377053;0.701595854523087;0.572669304302519
98;0.261337862741179;0.15008652993714;0.337827128217731;0.236047151962427;-0.435047795746935;-0.378208110870411
