id;inverse_temperature;reward_learning_rate;eligibility_trace_decay;mixing_weight_working_memory;fai_decay_wm;choice_stickiness;response_stickiness
1;0.949421268855622;0.40070476351638;0.55143707812247;0.857699255947627;0.157762508715458;0.742502464054744;-0.586424889175725
2;0.212029524598741;0.533921532373461;0.374398943582812;0.332924675123362;0.515509679787932;0.14494411137789;-1.28077183587426
3;0.846604029601951;0.581980342974758;0.195038987997714;0.674699434061923;0.174088746948035;0.608083202269608;0.202890355069909
4;0.821763994639568;0.823312104115442;0.641167457617206;0.797337531087697;0.394874902499982;0.288346156506194;-0.534452631884667
5;0.322412018937348;0.733505823016684;0.488782648425833;0.195438971952085;0.616119592187367;1.05714714442689;-0.388212198477074
6;0.529134652147705;0.767665539899075;0.619326611308182;0.60544681269306;0.665316633543772;0.383285919204848;0.123205568909785
7;0.94422837344117;0.14855736036191;0.32957703625115;0.105985762601197;0.532681805933576;-0.000392956213489129;2.3001508667815
8;0.499237764245483;0.526185190092234;0.53588485474411;0.645000676417569;0.419618267277072;1.01487972999217;-0.476720779281995
9;0.829428530687502;0.450476215817431;0.560118608347644;0.930009047883793;0.194230355948997;1.25610538843713;-0.329083961821301
10;0.998823407227838;0.327632031103177;0.482059914371102;0.851555282273894;0.346847245114449;0.919674719155004;-0.161713042642662
11;1.2908920669478;0.739933646451389;0.651676816000084;0.769970445233947;0.382127535457092;0.489880842557527;-0.0940907785064552
12;0.631358793949297;0.810487094273313;0.889292997411617;0.223639972097883;0.382609944913926;0.596825692590438;-0.349630808151033
13;1.21955418353152;0.459516401882285;0.648068341790432;0.537906536197643;0.26281212722482;0.0521699747701084;0.307098916736588
14;0.24109493896624;0.222977429051599;0.376824969022978;0.283505520230172;0.502408593900488;1.15666707059841;-0.68439717724575
15;0.498503290206129;0.0468137277912528;0.385172359224966;0.132879150878799;0.617811597601126;-0.120248248832387;-1.54520708767818
16;0.53926910321371;0.820338610506923;0.858890826429449;0.234891966541562;0.454536000499324;0.747603900524856;0.0300795599395692
17;0.468774941372617;0.903063226857256;0.60656169883708;0.107329185701008;0.542786924245223;0.257151319175338;0.283069887771379
18;0.476186170966146;0.765254023789873;0.546198344173863;0.760110007282592;0.606666546025589;0.312021102810145;-0.0985911982141907
19;1.26316998426433;0.796550100765206;0.615656573140441;0.807440290131275;0.305714400504822;1.03369970891155;0.482924920631935
20;0.285546529261594;0.0788618989737417;0.319782319121328;0.0998653903723646;0.535074258597742;0.152310515304214;0.552626929575937
21;0.586083981267409;0.0953474852754532;0.659873884474667;0.292777428959151;0.504061391727203;0.172904702366388;0.332646697984985
22;1.35667019159964;0.653915212574233;0.568646928961249;0.841425021772331;0.511234556437215;-0.0435424091054226;-0.104769280691933
23;1.03625212695739;0.8896805206881;0.80054688157426;0.535641437590539;0.312135004750868;-0.0124768993053179;0.371190224335607
24;0.848696646092192;0.62753100869743;0.559023257272474;0.854865790056137;0.424970239038951;1.01988124368871;-0.0135189833327562
25;0.672338585734544;0.749700537236476;0.721749871971827;0.216006753059494;0.494255542952512;0.00654475905348788;-0.450900275834924
26;0.541292805553581;0.403448525698702;0.348343701550214;0.760610705388319;0.199127410759383;0.255310249481275;0.256302675003483
27;0.28620628932229;0.692511742075363;0.738106826724944;0.332245854792575;0.469911645793536;0.943214765302791;-1.60454394094686
28;2.42236548374095;0.0656857840602364;0.749368396200571;0.0384316300539164;0.475965127977456;0.431737953799991;-0.115966861918481
29;1.93853092702406;0.634432169832243;0.543329728392303;0.882101837348233;0.231576125092389;0.622951053901041;0.0112603624770216
30;0.522153641945425;0.454532529402173;0.475239551128193;0.233344909677722;0.588254387426524;1.02850902893785;-0.731295680177513
31;0.887658779880767;0.737694053534411;0.683008805303878;0.857179760770668;0.662318521613278;-0.394717458065433;0.064612997769838
32;0.369142443358132;0.147188862148914;0.376869796520637;0.512318203440089;0.287959096941964;0.840104601363021;0.194196275590537
33;1.1890468160699;0.459466299972284;0.459771111846618;0.801499221824546;0.035716027702133;-0.114958774651001;0.0188222896903871
34;0.581694066797061;0.423683065800826;0.380665765597751;0.355632155094108;0.507714433319395;0.628260042138538;2.25986370088231
35;0.365256216143024;0.586708045043509;0.570543965914987;0.185118085529254;0.622637902553343;0.201548981612011;1.22224877970345
36;0.838653928510019;0.635571197267258;0.54616675083253;0.879587653443361;0.149053110786546;1.01691458078177;0.0984690881336933
37;0.420770476278894;0.508979890218058;0.46313743462033;0.623023017601602;0.539410532623266;0.421203816616563;-1.06407414707001
38;0.444222489290296;0.887748467324723;0.653672760004993;0.495208673679654;0.543467194889555;1.6218308328743;0.40671646511944
39;0.366266543227888;0.175662106037201;0.482017433221255;0.235459025297267;0.525580874168156;-0.468606208883977;0.838149872170394
40;0.680352522077167;0.71306735496588;0.778854140785599;0.700957025021372;0.296804745416476;1.42335660007028;-0.145716507459125
41;0.164393966355192;0.327578827237272;0.404324000060067;0.33739569597271;0.454127982265468;0.181873730639;0.22293714260071
42;0.394452937559027;0.551168276943659;0.530344201460836;0.295780642093625;0.216168169176228;-0.076014492086652;-1.0651051264258
43;0.977709594142031;0.789377839031644;0.530145211691695;0.618352340389086;0.346736838312846;1.17033150652176;-0.0658509884810796
44;0.665264775118501;0.864496918952014;0.525428114110576;0.340075916402909;0.376961434749721;1.45755090441539;-0.496434878653962
45;0.768234088860584;0.861946604532015;0.859965984778244;0.469510744392813;0.310816112920222;0.430279546124607;0.0230859179696944
46;0.481343911433418;0.292434234968308;0.479265034467072;0.543001757371057;0.11790128704031;0.500072786255913;-0.504093389112951
47;0.315649046762595;0.500148343657161;0.533085639652246;0.674819927514007;0.480143548999188;-0.503405440129228;-1.17874086733234
48;1.03225375525626;0.75857548290747;0.548403006438965;0.628566928555079;0.189723558690741;0.413995050482253;0.114021102428076
49;0.240200992739995;0.0855541007765307;0.44278682531082;0.509026736013174;0.297289395099711;0.420104700275129;-0.241997611853757
50;0.643469682500015;0.0686674543090836;0.390466750781858;0.280758468802074;0.447555616798941;1.18738233279364;-0.270406727873585
51;1.13407571053968;0.219749469932065;0.667866055518915;0.534671655212401;0.0400457620562156;0.497571954795308;-0.1450704438537
52;0.628766955189215;0.910238073980559;0.864261420194281;0.543554258283996;0.264521445447654;-0.340768584716829;-0.116207570906475
53;0.30737974968669;0.187181022757572;0.244964353348857;0.221710229034002;0.685682893606952;0.253191180868607;0.565955098446552
54;0.318857721545832;0.592771505326096;0.524600214278183;0.740903111975034;0.527331318932126;-0.185894662373962;0.455967909322883
55;0.633546159499531;0.861122923873354;0.73364209868711;0.551406559086361;0.464642269397393;0.287310804162366;-0.473234915346149
56;0.614666300287476;0.705046397867206;0.708068883619501;0.395229910233767;0.482043116239053;0.90942381594973;0.0833515245344106
57;0.800560201482891;0.478185429851587;0.481340373717409;0.847718164500854;0.37086311482073;0.657792908287491;0.0131111149960217
58;0.295877062241899;0.156502891724607;0.354722817501219;0.405202866963252;0.471374026673016;0.429270574307797;1.21039484087885
59;0.452412299925398;0.0861396103800001;0.338709715964419;0.120358539484594;0.568079035224268;-0.377357493859478;1.4619252066067
